sku_id,center_id,storage_type,AS_IS_stock_kg,TO_BE_stock_kg,변화_kg,안전재고_kg,악성재고_AS_IS
410676,1,실온,11800.0,11206.33,-593.67,2468.0,False
410676,2,실온,0.0,0.0,0.0,0.0,False
410676,4,실온,12920.0,12920.0,0.0,1970.67,False
410676,5,실온,0.0,593.67,593.67,593.67,False
437314,1,냉장,0.0,2745.46,2745.46,2745.46,False
437314,2,냉장,0.0,992.88,992.88,992.88,False
437314,4,냉장,6040.0,1993.08,-4046.92,1872.28,False
437314,5,냉장,0.0,308.59,308.59,308.59,False
426361,1,실온,12061.5,11847.41,-214.09,1910.7,False
426361,2,실온,0.0,1212.75,1212.75,1212.75,False
426361,4,실온,4224.0,2671.76,-1552.24,1781.18,False
426361,5,실온,0.0,553.58,553.58,553.58,False
394662,1,냉동,8328.0,8328.0,0.0,1236.4,False
394662,2,냉동,0.0,682.0,682.0,682.0,False
394662,3,냉동,1200.0,1200.0,0.0,841.2,False
394662,4,냉동,7236.0,6218.8,-1017.2,997.6,False
394662,5,냉동,0.0,335.2,335.2,335.2,False
384845,1,실온,0.0,591.67,591.67,591.67,False
384845,2,실온,5900.0,4462.67,-1437.33,310.67,False
384845,4,실온,0.0,623.0,623.0,623.0,False
384845,5,실온,0.0,222.67,222.67,222.67,False
348969,1,실온,780.0,780.0,0.0,589.33,False
348969,2,실온,6760.0,6760.0,0.0,422.0,False
348969,4,실온,5720.0,5425.67,-294.33,747.33,False
348969,5,실온,0.0,294.33,294.33,294.33,False
399894,1,실온,6440.0,6182.0,-258.0,1135.33,False
399894,2,실온,8080.0,8080.0,0.0,258.67,False
399894,4,실온,2020.0,2020.0,0.0,1036.67,False
399894,5,실온,0.0,258.0,258.0,258.0,False
285947,1,실온,9795.0,9453.88,-341.12,472.0,False
285947,2,실온,0.0,513.75,513.75,513.75,False
285947,4,실온,0.0,424.75,424.75,424.75,False
285947,5,실온,855.0,257.62,-597.38,171.75,False
211959,1,실온,2640.0,2384.33,-255.67,452.33,False
211959,2,실온,6780.0,6780.0,0.0,364.33,False
211959,4,실온,4340.0,4340.0,0.0,382.67,False
211959,5,실온,0.0,255.67,255.67,255.67,False
200034,1,실온,4180.0,4180.0,0.0,450.0,False
200034,2,실온,3500.0,3500.0,0.0,229.33,False
200034,4,실온,3980.0,3767.67,-212.33,453.67,False
200034,5,실온,0.0,212.33,212.33,212.33,False
438888,1,냉동,3468.0,3468.0,0.0,444.2,False
438888,2,냉동,18.0,229.4,211.4,229.4,False
438888,3,냉동,1608.0,1608.0,0.0,292.4,False
438888,4,냉동,5040.0,4721.5,-318.5,331.1,False
438888,5,냉동,6.0,113.1,107.1,113.1,False
221145,1,실온,1220.0,1220.0,0.0,415.33,False
221145,2,실온,4580.0,4374.0,-206.0,195.0,False
221145,4,실온,2400.0,2400.0,0.0,387.67,False
221145,5,실온,0.0,206.0,206.0,206.0,False
437324,1,냉동,384.8,2854.18,2469.38,2854.18,False
437324,2,냉동,0.0,1165.5,1165.5,1165.5,False
437324,3,냉동,6053.2,4140.55,-1912.65,1137.87,False
437324,4,냉동,0.0,1857.89,1857.89,1857.89,False
437324,5,냉동,4129.2,549.08,-3580.12,366.05,False
196768,1,실온,5826.62,5826.62,0.0,344.43,False
196768,2,실온,2442.89,2093.79,-349.1,230.26,False
196768,4,실온,0.0,349.1,349.1,349.1,False
196768,5,실온,2030.24,2030.24,0.0,191.47,False
203202,1,실온,4400.0,3782.0,-618.0,652.67,False
203202,2,실온,7200.0,7200.0,0.0,640.67,False
203202,4,실온,5820.0,5820.0,0.0,919.33,False
203202,5,실온,0.0,618.0,618.0,618.0,False
107027,1,냉동,11394.0,10279.8,-1114.2,972.45,False
107027,2,냉동,0.0,776.25,776.25,776.25,False
107027,3,냉동,0.0,123.3,123.3,123.3,False
107027,4,냉동,0.0,122.85,122.85,122.85,False
107027,5,냉동,0.0,91.8,91.8,91.8,False
371325,1,냉동,4264.92,3336.0,-928.92,647.26,False
371325,2,냉동,0.0,340.26,340.26,340.26,False
371325,3,냉동,0.0,422.33,422.33,422.33,False
371325,4,냉동,6293.43,6293.43,0.0,502.92,False
371325,5,냉동,0.0,166.32,166.32,166.32,False
441403,1,실온,13547.86,12957.85,-590.01,315.38,False
441403,2,실온,0.0,171.25,171.25,171.25,False
441403,4,실온,0.0,313.25,313.25,313.25,False
441403,5,실온,0.0,105.51,105.51,105.51,False
437606,1,실온,19625.0,19353.33,-271.67,315.0,False
437606,2,실온,625.0,625.0,0.0,125.0,False
437606,4,실온,0.0,231.25,231.25,231.25,False
437606,5,실온,0.0,40.42,40.42,40.42,False
396370,1,실온,12728.0,12381.6,-346.4,287.73,False
396370,2,실온,0.0,104.8,104.8,104.8,False
396370,4,실온,0.0,165.73,165.73,165.73,False
396370,5,실온,0.0,75.87,75.87,75.87,False
449508,1,실온,2069.76,2069.76,0.0,1992.93,False
449508,2,실온,6988.8,5328.29,-1660.51,757.34,False
449508,4,실온,0.0,1406.5,1406.5,1406.5,False
449508,5,실온,0.0,254.02,254.02,254.02,False
436027,1,냉동,0.0,6157.5,6157.5,4105.0,False
436027,2,냉동,0.0,3858.75,3858.75,2572.5,False
436027,3,냉동,0.0,4462.5,4462.5,2975.0,False
436027,4,냉동,0.0,2883.75,2883.75,1922.5,False
436027,5,냉동,28950.0,11587.5,-17362.5,352.5,False
336083,1,실온,2260.0,1328.67,-931.33,521.33,False
336083,2,실온,0.0,378.0,378.0,378.0,False
336083,4,실온,0.0,441.33,441.33,441.33,False
336083,5,실온,0.0,112.0,112.0,112.0,False
441404,1,실온,3309.66,2975.54,-334.13,235.58,False
441404,2,실온,0.0,101.81,101.81,101.81,False
441404,4,실온,0.0,183.04,183.04,183.04,False
441404,5,실온,0.0,49.27,49.27,49.27,False
438895,1,냉동,936.0,936.0,0.0,226.33,False
438895,2,냉동,15.6,126.62,111.02,126.62,False
438895,3,냉동,873.6,697.45,-176.15,137.54,False
438895,4,냉동,1474.2,1474.2,0.0,177.19,False
438895,5,냉동,0.0,65.13,65.13,65.13,False
197095,1,실온,1667.0,1014.0,-653.0,676.0,False
197095,2,실온,5350.0,4903.0,-447.0,499.0,False
197095,4,실온,0.0,770.5,770.5,770.5,False
197095,5,실온,0.0,329.5,329.5,329.5,False
342003,1,실온,800.0,800.0,0.0,446.33,False
342003,2,실온,4160.0,4001.67,-158.33,277.33,False
342003,4,실온,2550.0,2550.0,0.0,440.67,False
342003,5,실온,0.0,158.33,158.33,158.33,False
219674,1,실온,2020.0,2020.0,0.0,212.33,False
219674,2,실온,1380.0,1380.0,0.0,95.33,False
219674,4,실온,2260.0,2184.67,-75.33,133.67,False
219674,5,실온,0.0,75.33,75.33,75.33,False
437323,1,냉동,812.5,1405.83,593.33,1405.83,False
437323,2,냉동,0.0,525.0,525.0,525.0,False
437323,3,냉동,2937.5,2937.5,0.0,647.5,False
437323,4,냉동,0.0,829.79,829.79,829.79,False
437323,5,냉동,2575.0,626.88,-1948.12,172.08,False
126988,1,냉동,184.0,200.63,16.63,200.63,False
126988,2,냉동,0.0,139.93,139.93,139.93,False
126988,3,냉동,0.0,110.13,110.13,110.13,False
126988,4,냉동,3274.0,2928.63,-345.37,197.83,False
126988,5,냉동,0.0,78.67,78.67,78.67,False
262993,1,실온,0.0,399.67,399.67,399.67,False
262993,2,실온,17150.0,17150.0,0.0,223.67,False
262993,4,실온,0.0,311.33,311.33,311.33,False
262993,5,실온,9830.0,9119.0,-711.0,151.0,False
449440,1,냉장,0.0,1377.83,1377.83,1377.83,False
449440,2,냉장,0.0,591.5,591.5,394.33,False
449440,4,냉장,0.0,1095.5,1095.5,1095.5,False
449440,5,냉장,4600.0,1535.17,-3064.83,141.17,True
391060,1,냉동,1350.0,1350.0,0.0,579.2,False
391060,2,냉동,0.0,218.8,218.8,218.8,False
391060,3,냉동,6158.0,5804.7,-353.3,217.2,False
391060,4,냉동,5844.0,5844.0,0.0,245.7,False
391060,5,냉동,0.0,134.5,134.5,134.5,False
437604,1,실온,0.0,185.33,185.33,185.33,False
437604,2,실온,3240.0,2904.33,-335.67,69.0,False
437604,4,실온,0.0,126.33,126.33,126.33,False
437604,5,실온,0.0,24.0,24.0,24.0,False
440408,1,냉장,5620.0,4646.25,-973.75,519.0,False
440408,2,냉장,0.0,311.0,311.0,311.0,False
440408,4,냉장,0.0,493.62,493.62,493.62,False
440408,5,냉장,0.0,169.12,169.12,169.12,False
372666,1,실온,1967.0,1967.0,0.0,508.2,False
372666,2,실온,1820.0,1820.0,0.0,374.5,False
372666,4,실온,1624.0,1402.8,-221.2,572.25,False
372666,5,실온,0.0,221.2,221.2,221.2,False
140173,1,실온,0.0,331.67,331.67,331.67,False
140173,2,실온,9030.0,8445.33,-584.67,173.33,False
140173,4,실온,0.0,253.0,253.0,253.0,False
140173,5,실온,4770.0,4770.0,0.0,104.33,False
385646,1,실온,2485.0,2385.55,-99.45,164.81,False
385646,2,실온,2124.32,2124.32,0.0,28.83,False
385646,4,실온,0.0,80.89,80.89,80.89,False
385646,5,실온,0.0,18.55,18.55,18.55,False
135871,1,실온,4060.48,4060.48,0.0,162.31,False
135871,2,실온,1469.03,1469.03,0.0,36.86,False
135871,4,실온,0.0,57.77,57.77,57.77,False
135871,5,실온,1370.0,1312.23,-57.77,22.01,False
112751,1,실온,0.0,161.6,161.6,161.6,False
112751,2,실온,3336.0,3077.0,-259.0,26.0,False
112751,4,실온,0.0,15.4,15.4,15.4,False
112751,5,실온,0.0,82.0,82.0,82.0,False
106931,1,실온,1854.0,1819.5,-34.5,161.1,False
106931,2,실온,1782.0,1782.0,0.0,75.9,False
106931,4,실온,1854.0,1854.0,0.0,101.1,False
106931,5,실온,0.0,34.5,34.5,34.5,False
370881,1,냉장,7400.0,6500.0,-900.0,756.67,False
370881,2,냉장,0.0,532.5,532.5,532.5,False
370881,4,냉장,2260.0,2260.0,0.0,864.17,False
370881,5,냉장,0.0,367.5,367.5,367.5,False
437297,1,냉장,0.0,1496.67,1496.67,1496.67,False
437297,2,냉장,0.0,533.33,533.33,533.33,False
437297,4,냉장,3330.0,1126.67,-2203.33,1028.33,False
437297,5,냉장,0.0,173.33,173.33,173.33,False
436021,1,냉동,2244.0,1938.2,-305.8,146.8,False
436021,2,냉동,0.0,70.8,70.8,70.8,False
436021,3,냉동,0.0,94.0,94.0,94.0,False
436021,4,냉동,0.0,94.6,94.6,94.6,False
436021,5,냉동,0.0,46.4,46.4,46.4,False
257722,1,실온,3013.08,2988.5,-24.58,145.79,False
257722,2,실온,0.0,7.99,7.99,7.99,False
257722,4,실온,0.0,13.47,13.47,13.47,False
257722,5,실온,0.0,3.12,3.12,3.12,False
460323,1,실온,4160.0,4003.33,-156.67,138.33,False
460323,2,실온,4340.0,4340.0,0.0,72.0,False
460323,4,실온,0.0,104.0,104.0,104.0,False
460323,5,실온,0.0,52.67,52.67,52.67,False
437602,1,실온,0.0,137.13,137.13,137.13,False
437602,2,실온,2686.0,2456.22,-229.78,36.27,False
437602,4,실온,0.0,83.58,83.58,83.58,False
437602,5,실온,0.0,9.07,9.07,9.07,False
278773,1,실온,0.0,135.15,135.15,135.15,False
278773,2,실온,2835.0,2579.9,-255.1,54.45,False
278773,4,실온,0.0,84.4,84.4,84.4,False
278773,5,실온,0.0,35.55,35.55,35.55,False
140182,1,실온,5100.0,4991.0,-109.0,134.67,False
140182,2,실온,3160.0,3160.0,0.0,60.33,False
140182,4,실온,0.0,109.0,109.0,109.0,False
140182,5,실온,2020.0,2020.0,0.0,45.67,False
442343,1,실온,0.0,129.0,129.0,129.0,False
442343,2,실온,0.0,6.67,6.67,6.67,False
442343,4,실온,7340.0,7204.33,-135.67,46.67,False
442343,5,실온,0.0,0.0,0.0,0.0,False
387242,1,냉동,1180.0,890.7,-289.3,255.73,False
387242,2,냉동,0.0,129.13,129.13,129.13,False
387242,3,냉동,0.0,87.23,87.23,87.23,False
387242,4,냉동,1862.0,1862.0,0.0,144.83,False
387242,5,냉동,0.0,72.93,72.93,72.93,False
437320,1,냉동,2865.0,1860.42,-1004.58,891.92,False
437320,2,냉동,0.0,326.08,326.08,326.08,False
437320,3,냉동,2480.0,2480.0,0.0,613.67,False
437320,4,냉동,0.0,630.58,630.58,630.58,False
437320,5,냉동,60.0,107.92,47.92,107.92,False
162985,1,실온,3759.0,3660.65,-98.35,124.6,False
162985,2,실온,4221.0,4221.0,0.0,57.4,False
162985,4,실온,0.0,98.35,98.35,98.35,False
162985,5,실온,2814.0,2814.0,0.0,44.8,False
223855,1,실온,1340.0,1195.67,-144.33,122.67,False
223855,2,실온,0.0,107.67,107.67,107.67,False
223855,4,실온,1860.0,1860.0,0.0,368.33,False
223855,5,실온,0.0,36.67,36.67,36.67,False
387749,1,냉동,0.0,241.8,241.8,241.8,False
387749,2,냉동,0.0,0.2,0.2,0.2,False
387749,3,냉동,0.0,0.4,0.4,0.4,False
387749,4,냉동,753.0,509.8,-243.2,45.9,False
387749,5,냉동,0.0,0.8,0.8,0.8,False
455667,1,실온,4797.0,3281.85,-1515.15,822.03,False
455667,2,실온,0.0,421.63,421.63,421.63,False
455667,4,실온,0.0,697.67,697.67,697.67,False
455667,5,실온,0.0,395.85,395.85,395.85,False
453109,1,실온,0.0,704.0,704.0,704.0,False
453109,2,실온,0.0,746.0,746.0,746.0,False
453109,4,실온,11280.0,9459.0,-1821.0,892.0,False
453109,5,실온,0.0,371.0,371.0,371.0,False
344480,1,냉동,1598.0,1504.4,-93.6,114.67,False
344480,2,냉동,0.0,60.97,60.97,60.97,False
344480,3,냉동,1764.0,1764.0,0.0,51.27,False
344480,4,냉동,1272.0,1272.0,0.0,48.77,False
344480,5,냉동,0.0,32.63,32.63,32.63,False
431177,1,냉동,10212.0,9903.2,-308.8,114.2,False
431177,2,냉동,0.0,78.2,78.2,78.2,False
431177,3,냉동,0.0,83.2,83.2,83.2,False
431177,4,냉동,0.0,109.2,109.2,109.2,False
431177,5,냉동,0.0,38.2,38.2,38.2,False
437322,1,냉동,480.0,777.28,297.28,777.28,False
437322,2,냉동,0.0,237.44,237.44,237.44,False
437322,3,냉동,2265.6,1386.16,-879.44,338.24,False
437322,4,냉동,0.0,432.32,432.32,432.32,False
437322,5,냉동,163.2,75.6,-87.6,50.4,False
225862,1,냉동,2831.5,2681.7,-149.8,221.52,False
225862,2,냉동,0.0,40.88,40.88,40.88,False
225862,3,냉동,0.0,39.42,39.42,39.42,False
225862,4,냉동,0.0,44.48,44.48,44.48,False
225862,5,냉동,0.0,25.02,25.02,25.02,False
392443,1,냉장,3226.0,2981.57,-244.43,109.78,False
392443,2,냉장,0.0,68.47,68.47,68.47,False
392443,4,냉장,0.0,113.0,113.0,113.0,False
392443,5,냉장,0.0,62.97,62.97,62.97,False
435569,1,냉동,0.0,545.0,545.0,545.0,False
435569,2,냉동,0.0,145.0,145.0,145.0,False
435569,3,냉동,0.0,164.17,164.17,164.17,False
435569,4,냉동,0.0,440.83,440.83,440.83,False
435569,5,냉동,7880.0,6585.0,-1295.0,60.0,True
387120,1,냉동,0.0,761.74,761.74,761.74,False
387120,2,냉동,0.0,479.39,479.39,479.39,False
387120,3,냉동,0.0,350.94,350.94,350.94,False
387120,4,냉동,4464.0,2651.53,-1812.47,666.96,False
387120,5,냉동,0.0,220.4,220.4,220.39,False
424613,1,냉동,1905.0,1747.4,-157.6,106.03,False
424613,2,냉동,0.0,46.32,46.32,46.32,False
424613,3,냉동,0.0,9.45,9.45,9.45,False
424613,4,냉동,0.0,79.58,79.58,79.58,False
424613,5,냉동,0.0,22.25,22.25,22.25,False
438712,1,냉동,0.0,423.33,423.33,423.33,False
438712,2,냉동,0.0,158.0,158.0,158.0,False
438712,3,냉동,0.0,216.0,216.0,216.0,False
438712,4,냉동,2830.0,1794.67,-1035.33,350.67,False
438712,5,냉동,0.0,238.0,238.0,238.0,False
424365,1,냉동,1536.0,1536.0,0.0,105.2,False
424365,2,냉동,0.0,43.8,43.8,43.8,False
424365,3,냉동,648.0,571.6,-76.4,61.0,False
424365,4,냉동,228.0,228.0,0.0,86.6,False
424365,5,냉동,0.0,32.6,32.6,32.6,False
168657,1,실온,1760.0,1760.0,0.0,102.67,False
168657,2,실온,0.0,45.0,45.0,45.0,False
168657,4,실온,2280.0,2220.67,-59.33,38.0,False
168657,5,실온,0.0,14.33,14.33,14.33,False
138365,1,냉동,971.25,971.25,0.0,102.58,False
138365,2,냉동,0.0,64.46,64.46,64.46,False
138365,3,냉동,2263.75,2263.75,0.0,56.9,False
138365,4,냉동,0.0,64.54,64.54,64.54,False
138365,5,냉동,2927.5,2798.5,-129.0,53.31,False
427473,1,냉동,5376.0,5376.0,0.0,711.9,False
427473,2,냉동,0.0,552.77,552.77,552.77,False
427473,3,냉동,2008.0,2008.0,0.0,158.43,False
427473,4,냉동,5952.0,5064.17,-887.83,632.33,False
427473,5,냉동,0.0,335.07,335.07,335.07,False
436007,1,실온,0.0,201.6,201.6,201.6,False
436007,2,실온,5306.0,4738.07,-567.93,145.6,False
436007,4,실온,0.0,220.27,220.27,220.27,False
436007,5,실온,0.0,146.07,146.07,146.07,False
116945,1,실온,1362.9,1168.74,-194.16,100.74,False
116945,2,실온,6932.5,6932.5,0.0,87.66,False
116945,4,실온,0.0,126.65,126.65,126.65,False
116945,5,실온,0.0,67.51,67.51,67.51,False
389547,1,실온,0.0,200.4,200.4,200.4,False
389547,2,실온,8136.0,7648.8,-487.2,123.6,False
389547,4,실온,0.0,222.6,222.6,222.6,False
389547,5,실온,0.0,64.2,64.2,64.2,False
100965,1,실온,2180.0,2180.0,0.0,200.0,False
100965,2,실온,3760.0,3760.0,0.0,86.0,False
100965,4,실온,0.0,344.67,344.67,344.67,False
100965,5,실온,4690.0,4345.33,-344.67,44.67,True
122935,1,실온,982.35,982.35,0.0,99.66,False
122935,2,실온,1480.9,1334.73,-146.17,54.28,False
122935,4,실온,0.0,120.02,120.02,120.02,False
122935,5,실온,0.0,26.16,26.16,26.16,False
431372,1,실온,0.0,494.17,494.17,494.17,False
431372,2,실온,3520.0,2705.0,-815.0,79.17,False
431372,4,실온,0.0,264.17,264.17,264.17,False
431372,5,실온,0.0,56.67,56.67,56.67,False
337229,1,실온,3410.4,3323.6,-86.8,98.14,False
337229,2,실온,0.0,51.8,51.8,51.8,False
337229,4,실온,0.0,18.48,18.48,18.48,False
337229,5,실온,0.0,16.52,16.52,16.52,False
138271,1,냉동,1066.25,878.29,-187.96,96.98,False
138271,2,냉동,0.0,61.06,61.06,61.06,False
138271,3,냉동,1942.5,1942.5,0.0,28.15,False
138271,4,냉동,0.0,126.9,126.9,126.9,False
138271,5,냉동,1065.0,1065.0,0.0,21.38,False
294614,1,냉동,1298.0,1298.0,0.0,96.6,False
294614,2,냉동,0.0,54.4,54.4,54.4,False
294614,3,냉동,1718.0,1643.33,-74.67,34.1,False
294614,4,냉동,1808.0,1808.0,0.0,58.97,False
294614,5,냉동,0.0,20.27,20.27,20.27,False
457579,1,냉동,6012.8,5717.29,-295.51,95.79,False
457579,2,냉동,0.0,81.99,81.99,81.99,False
457579,3,냉동,0.0,59.19,59.19,59.19,False
457579,4,냉동,0.0,89.44,89.44,89.44,False
457579,5,냉동,0.0,64.89,64.89,64.89,False
345674,1,실온,0.0,94.4,94.4,94.4,False
345674,2,실온,1107.2,914.08,-193.12,49.65,False
345674,4,실온,0.0,74.29,74.29,74.29,False
345674,5,실온,0.0,24.43,24.43,24.43,False
280432,1,실온,1103.5,886.7,-216.8,186.9,False
280432,2,실온,1887.75,1887.75,0.0,61.76,False
280432,4,실온,0.0,216.8,216.8,216.8,False
280432,5,실온,2816.25,2816.25,0.0,58.97,False
390233,1,실온,3613.5,3309.62,-303.88,93.22,False
390233,2,실온,0.0,113.58,113.58,113.58,False
390233,4,실온,0.0,108.08,108.08,108.08,False
390233,5,실온,0.0,82.22,82.22,82.22,False
421532,1,실온,2520.0,2520.0,0.0,92.93,False
421532,2,실온,10832.0,10707.87,-124.13,57.6,True
421532,4,실온,0.0,85.2,85.2,85.2,False
421532,5,실온,0.0,38.93,38.93,38.93,False
368865,1,실온,4740.0,4740.0,0.0,278.25,False
368865,2,실온,3549.0,3317.4,-231.6,186.45,False
368865,4,실온,0.0,231.6,231.6,231.6,False
368865,5,실온,5640.0,5640.0,0.0,146.4,False
138272,1,냉동,3693.8,3693.8,0.0,91.89,False
138272,2,냉동,0.0,79.94,79.94,79.94,False
138272,3,냉동,2788.75,2788.75,0.0,46.77,False
138272,4,냉동,0.0,71.01,71.01,71.01,False
138272,5,냉동,1638.75,1487.79,-150.96,67.05,False
160016,1,실온,1402.5,1402.5,0.0,91.41,False
160016,2,실온,541.2,464.09,-77.11,50.27,False
160016,4,실온,0.0,77.11,77.11,77.11,False
160016,5,실온,2019.6,2019.6,0.0,36.74,False
458258,1,실온,4280.0,4280.0,0.0,451.33,False
458258,2,실온,2724.0,2631.0,-93.0,198.33,False
458258,4,실온,2944.0,2944.0,0.0,240.0,False
458258,5,실온,0.0,93.0,93.0,93.0,False
389503,1,냉장,5689.0,5512.2,-176.8,353.93,False
389503,2,냉장,0.0,176.8,176.8,176.8,False
389503,4,냉장,0.0,0.0,0.0,0.0,False
389503,5,냉장,0.0,0.0,0.0,0.0,False
459818,1,실온,0.0,175.33,175.33,175.33,False
459818,2,실온,5640.0,5248.0,-392.0,946.67,False
459818,4,실온,0.0,216.67,216.67,216.67,False
459818,5,실온,0.0,0.0,0.0,0.0,False
391082,1,냉동,0.0,262.25,262.25,262.25,False
391082,2,냉동,0.0,147.7,147.7,147.7,False
391082,3,냉동,0.0,91.1,91.1,91.1,False
391082,4,냉동,0.0,202.5,202.5,202.5,False
391082,5,냉동,4185.0,3481.45,-703.55,126.45,False
435562,1,냉동,7607.91,7220.56,-387.35,420.87,False
435562,2,냉동,0.0,50.03,50.03,50.03,False
435562,3,냉동,0.0,98.42,98.42,98.42,False
435562,4,냉동,0.0,196.12,196.12,196.12,False
435562,5,냉동,0.0,42.78,42.78,42.78,False
362526,1,실온,0.0,84.0,84.0,84.0,False
362526,2,실온,4592.0,4400.43,-191.57,41.53,False
362526,4,실온,0.0,72.8,72.8,72.8,False
362526,5,실온,0.0,34.77,34.77,34.77,False
303506,1,냉동,2135.2,2135.2,-0.0,165.19,False
303506,2,냉동,0.0,94.38,94.38,94.38,False
303506,3,냉동,2284.8,2284.8,0.0,59.39,False
303506,4,냉동,709.92,553.61,-156.31,153.77,False
303506,5,냉동,0.0,61.93,61.93,61.93,False
105314,1,실온,2922.0,2922.0,0.0,164.63,False
105314,2,실온,1389.0,1216.2,-172.8,158.23,False
105314,4,실온,0.0,85.07,85.07,85.07,False
105314,5,실온,0.0,87.73,87.73,87.73,False
439875,1,실온,80.0,45.53,-34.47,43.93,False
439875,2,실온,0.0,11.7,11.7,11.7,False
439875,4,실온,0.0,18.39,18.39,18.39,False
439875,5,실온,0.0,4.38,4.38,4.38,False
117642,1,냉동,0.0,163.87,163.87,163.87,False
117642,2,냉동,0.0,86.03,86.03,86.03,False
117642,3,냉동,1391.0,1391.0,0.0,116.23,False
117642,4,냉동,0.0,159.8,159.8,159.8,False
117642,5,냉동,6747.0,6337.3,-409.7,56.17,True
437087,1,냉장,0.0,572.83,572.83,572.83,False
437087,2,냉장,0.0,240.33,240.33,240.33,False
437087,4,냉장,3640.0,2665.83,-974.17,415.33,False
437087,5,냉장,0.0,161.0,161.0,161.0,False
391532,1,실온,0.0,571.2,571.2,571.2,False
391532,2,실온,0.0,247.8,247.8,247.8,False
391532,4,실온,8514.0,7587.9,-926.1,304.5,False
391532,5,실온,0.0,107.1,107.1,107.1,False
407408,1,냉동,4777.11,4777.11,0.0,81.32,False
407408,2,냉동,0.0,0.0,0.0,0.0,False
407408,3,냉동,0.0,0.0,0.0,0.0,False
407408,4,냉동,0.0,0.0,0.0,0.0,False
407408,5,냉동,0.0,0.0,0.0,0.0,False
426648,1,냉장,316.8,316.8,0.0,80.96,False
426648,2,냉장,0.0,51.92,51.92,51.92,False
426648,4,냉장,2708.64,2629.0,-79.64,78.14,False
426648,5,냉장,0.0,27.72,27.72,27.72,False
437524,1,냉동,0.0,788.27,788.27,788.27,False
437524,2,냉동,0.0,221.21,221.21,189.33,False
437524,3,냉동,0.0,1671.21,1671.21,1671.21,False
437524,4,냉동,0.0,795.55,795.55,795.55,False
437524,5,냉동,3596.4,120.15,-3476.25,80.1,True
389708,1,실온,0.0,78.33,78.33,78.33,False
389708,2,실온,4950.0,4825.83,-124.17,25.5,True
389708,4,실온,0.0,34.33,34.33,34.33,False
389708,5,실온,0.0,11.5,11.5,11.5,False
370216,1,냉동,0.0,0.0,0.0,0.0,False
370216,2,냉동,0.0,0.0,0.0,0.0,False
370216,3,냉동,0.0,0.0,0.0,0.0,False
370216,4,냉동,0.0,0.0,0.0,0.0,False
370216,5,냉동,0.0,0.0,0.0,0.0,False
373141,1,실온,2780.0,2780.0,0.0,77.33,False
373141,2,실온,0.0,58.33,58.33,58.33,False
373141,4,실온,1900.0,1753.67,-146.33,51.0,False
373141,5,실온,0.0,88.0,88.0,88.0,False
435235,1,냉동,2036.0,2036.0,0.0,154.0,False
435235,2,냉동,0.0,97.87,97.87,97.87,False
435235,3,냉동,0.0,89.6,89.6,89.6,False
435235,4,냉동,1046.0,790.6,-255.4,166.2,False
435235,5,냉동,0.0,67.93,67.93,67.93,False
372644,1,냉장,1454.4,1454.4,0.0,153.74,False
372644,2,냉장,0.0,104.98,104.98,104.98,False
372644,4,냉장,1484.64,1315.58,-169.06,151.68,False
372644,5,냉장,0.0,64.08,64.08,64.08,False
158924,1,냉동,3608.1,3270.54,-337.56,153.12,False
158924,2,냉동,0.0,86.11,86.11,86.11,False
158924,3,냉동,0.0,91.76,91.76,91.76,False
158924,4,냉동,0.0,108.91,108.91,108.91,False
158924,5,냉동,0.0,50.78,50.78,50.78,False
325396,1,냉동,0.0,75.62,75.62,75.62,False
325396,2,냉동,0.0,84.2,84.2,84.2,False
325396,3,냉동,255.0,255.0,0.0,41.53,False
325396,4,냉동,0.0,215.42,215.42,215.42,False
325396,5,냉동,2296.0,1920.77,-375.23,17.05,False
454575,1,냉동,420.66,176.27,-244.39,176.27,False
454575,2,냉동,0.0,239.5,239.5,239.5,False
454575,3,냉동,0.0,218.09,218.09,218.09,False
454575,4,냉동,513.0,241.77,-271.23,223.09,False
454575,5,냉동,0.0,58.02,58.02,58.02,False
123913,1,냉장,1110.0,1110.0,0.0,74.73,False
123913,2,냉장,0.0,113.73,113.73,113.73,False
123913,4,냉장,0.0,78.87,78.87,78.87,False
123913,5,냉장,2536.0,2343.4,-192.6,35.67,False
372642,1,냉장,0.0,147.03,147.03,147.03,False
372642,2,냉장,0.0,102.27,102.27,102.27,False
372642,4,냉장,0.0,148.0,148.0,148.0,False
372642,5,냉장,2849.0,2451.7,-397.3,76.7,False
370336,1,냉장,0.0,364.33,364.33,364.33,False
370336,2,냉장,0.0,193.83,193.83,193.83,False
370336,4,냉장,5624.0,4980.5,-643.5,288.0,False
370336,5,냉장,0.0,85.33,85.33,85.33,False
391062,1,냉동,2588.0,2588.0,0.0,218.6,False
391062,2,냉동,0.0,119.0,119.0,119.0,False
391062,3,냉동,1288.0,1083.6,-204.4,92.0,False
391062,4,냉동,3222.0,3222.0,0.0,148.9,False
391062,5,냉동,0.0,85.4,85.4,85.4,False
434705,1,실온,1455.3,1442.47,-12.83,70.6,False
434705,2,실온,0.0,3.46,3.46,3.47,False
434705,4,실온,0.0,0.1,0.1,0.1,False
434705,5,실온,0.0,9.26,9.26,9.26,False
438025,1,실온,0.0,350.5,350.5,350.5,False
438025,2,실온,5700.0,4881.0,-819.0,197.5,False
438025,4,실온,0.0,319.0,319.0,319.0,False
