sku_id,sku_name,storage_type,category,unit_weight_kg,lead_time_day,center_id,region,stock_qty_unit,stock_kg,monthly_outbound_kg,daily_avg_outbound_kg,transfer_in_kg,transfer_out_kg,turnover_kg,safety_stock_kg,center_capa_kg,capa_utilization_pct
435530,435530 상품,냉동,가공식품,1.2,14,1,수도권,0.0,0.0,1116.0,37.2,1116.0,0.0,,260.4,1464585.2,63.94
342118,342118 상품,냉동,가공식품,9.0,1,1,수도권,112.0,1008.0,1116.0,37.2,0.0,1233.0,1.107,18.6,1464585.2,63.94
441852,441852 상품,냉동,가공식품,12.5,2,1,수도권,0.0,0.0,1112.5,37.083,1113.0,0.0,,37.08,1464585.2,63.94
122939,122939 상품,냉장,가공식품,2.0,1,1,수도권,0.0,0.0,1112.0,37.067,910.0,22.0,,18.53,1464585.2,63.94
456781,456781 상품,냉동,가공식품,0.6,4,1,수도권,0.0,0.0,1111.8,37.06,1112.0,0.0,,74.12,1464585.2,63.94
435516,435516 상품,실온,가공식품,0.457,14,1,수도권,3184.0,1455.088,1111.424,37.047,0.0,1590.3600000000001,0.764,259.33,1464585.2,63.94
133616,133616 상품,냉장,가공식품,1.0,1,1,수도권,348.0,348.0,1111.0,37.033,0.0,978.0,3.193,18.52,1464585.2,63.94
160296,160296 상품,냉동,가공식품,2.0,2,1,수도권,356.0,712.0,1106.0,36.867,2.0,1254.0,1.553,36.87,1464585.2,63.94
407401,407401 상품,냉동,가공식품,1.0,5,1,수도권,0.0,0.0,1105.0,36.833,1108.0,0.0,,92.08,1464585.2,63.94
164291,164291 상품,실온,가공식품,0.5,2,1,수도권,0.0,0.0,1104.5,36.817,1105.0,0.0,,36.82,1464585.2,63.94
435596,435596 상품,냉동,가공식품,1.0,14,1,수도권,0.0,0.0,1104.0,36.8,1104.0,0.0,,257.6,1464585.2,63.94
408196,408196 상품,냉장,가공식품,11.61,7,1,수도권,0.0,0.0,1102.95,36.765,1103.0,0.0,,128.68,1464585.2,63.94
385753,385753 상품,냉동,축산물,3.0,7,1,수도권,0.0,0.0,1101.0,36.7,1107.0,6.0,,128.45,1464585.2,63.94
512237,512237 상품,실온,비식품,8.8,1,1,수도권,17.0,149.60000000000002,1100.0,36.667,0.0,0.0,7.353,18.33,1464585.2,63.94
362252,362252 상품,실온,가공식품,2.8,7,1,수도권,0.0,0.0,1097.6,36.587,1098.0,0.0,,128.05,1464585.2,63.94
375045,375045 상품,실온,가공식품,0.12,3,1,수도권,0.0,0.0,1097.28,36.576,1097.0,0.0,,54.86,1464585.2,63.94
301711,301711 상품,냉장,가공식품,1.0,1,1,수도권,1665.0,1665.0,1097.0,36.567,53.0,3581.0,0.659,18.28,1464585.2,63.94
105682,105682 상품,실온,가공식품,0.5,2,1,수도권,1727.0,863.5,1092.5,36.417,0.0,2926.5,1.265,36.42,1464585.2,63.94
368921,368921 상품,실온,가공식품,8.4,3,1,수도권,0.0,0.0,1092.0,36.4,1109.0,0.0,,54.6,1464585.2,63.94
449225,449225 상품,실온,비식품,5.0,3,1,수도권,0.0,0.0,1085.0,36.167,1085.0,0.0,,54.25,1464585.2,63.94
294221,294221 상품,실온,가공식품,2.0,3,1,수도권,0.0,0.0,1084.0,36.133,1084.0,0.0,,54.2,1464585.2,63.94
457235,457235 상품,냉동,가공식품,1.0,5,1,수도권,0.0,0.0,1084.0,36.133,1084.0,0.0,,90.33,1464585.2,63.94
370196,370196 상품,냉장,가공식품,1.0,3,1,수도권,0.0,0.0,1081.0,36.033,1084.0,0.0,,54.05,1464585.2,63.94
384132,384132 상품,실온,농산물,20.0,7,1,수도권,131.0,2620.0,1080.0,36.0,0.0,2700.0,0.412,126.0,1464585.2,63.94
459519,459519 상품,실온,가공식품,0.13,1,1,수도권,37325.0,4852.25,1078.61,35.954,0.0,0.0,0.222,17.98,1464585.2,63.94
100921,100921 상품,실온,가공식품,1.5,2,1,수도권,0.0,0.0,1078.5,35.95,1080.0,0.0,,35.95,1464585.2,63.94
277542,277542 상품,실온,가공식품,0.1,2,1,수도권,7381.0,738.1,1076.3,35.877,97.0,1983.2,1.458,35.88,1464585.2,63.94
350630,350630 상품,냉동,가공식품,9.0,1,1,수도권,118.0,1062.0,1071.0,35.7,9.0,1062.0,1.008,17.85,1464585.2,63.94
118803,118803 상품,실온,가공식품,20.0,1,1,수도권,63.0,1260.0,1060.0,35.333,0.0,320.0,0.841,17.67,1464585.2,63.94
390619,390619 상품,실온,가공식품,20.0,5,1,수도권,212.0,4240.0,1060.0,35.333,20.0,2800.0,0.25,88.33,1464585.2,63.94
372305,372305 상품,냉동,가공식품,0.76,3,1,수도권,0.0,0.0,1058.68,35.289,48.0,1764.68,,52.93,1464585.2,63.94
522843,522843 상품,실온,비식품,0.88,1,1,수도권,0.0,0.0,1056.88,35.229,183.0,0.0,,17.61,1464585.2,63.94
370278,370278 상품,냉동,가공식품,1.0,3,1,수도권,0.0,0.0,1056.0,35.2,1058.0,0.0,,52.8,1464585.2,63.94
318813,318813 상품,냉동,수산물,1.0,2,1,수도권,855.0,855.0,1054.0,35.133,0.0,1033.0,1.233,35.13,1464585.2,63.94
242972,242972 상품,냉동,가공식품,2.0,2,1,수도권,0.0,0.0,1048.0,34.933,1068.0,22.0,,34.93,1464585.2,63.94
198581,198581 상품,냉동,가공식품,1.0,1,1,수도권,0.0,0.0,1047.0,34.9,1047.0,0.0,,17.45,1464585.2,63.94
165840,165840 상품,냉장,가공식품,0.1,2,1,수도권,8841.0,884.1,1044.0,34.8,0.0,1332.5,1.181,34.8,1464585.2,63.94
106675,106675 상품,실온,가공식품,1.0,1,1,수도권,566.0,566.0,1040.0,34.667,0.0,969.0,1.837,17.33,1464585.2,63.94
372308,372308 상품,실온,가공식품,10.4,7,1,수도권,166.0,1726.4,1040.0,34.667,31.0,2641.4,0.602,121.33,1464585.2,63.94
435517,435517 상품,냉장,가공식품,0.72,2,1,수도권,0.0,0.0,1036.8,34.56,1037.0,6.0,,34.56,1464585.2,63.94
397597,397597 상품,실온,가공식품,2.0,7,1,수도권,0.0,0.0,1034.0,34.467,1046.0,0.0,,120.63,1464585.2,63.94
126307,126307 상품,냉동,가공식품,1.0,2,1,수도권,1528.0,1528.0,1027.0,34.233,0.0,1958.0,0.672,34.23,1464585.2,63.94
382355,382355 상품,실온,가공식품,0.5,1,1,수도권,958.0,479.0,1026.5,34.217,0.0,96.0,2.143,17.11,1464585.2,63.94
452766,452766 상품,냉동,가공식품,1.15,1,1,수도권,484.0,556.5999999999999,1025.8,34.193,0.0,539.35,1.843,17.1,1464585.2,63.94
460001,460001 상품,냉동,가공식품,0.18,7,1,수도권,0.0,0.0,1024.92,34.164,0.0,0.0,,119.57,1464585.2,63.94
363107,363107 상품,냉동,가공식품,1.5,5,1,수도권,0.0,0.0,1024.5,34.15,1025.0,2.0,,85.38,1464585.2,63.94
364326,364326 상품,실온,가공식품,14.0,1,1,수도권,78.0,1092.0,1022.0,34.067,0.0,1666.0,0.936,17.03,1464585.2,63.94
331703,331703 상품,냉장,가공식품,1.0,1,1,수도권,666.0,666.0,1017.0,33.9,20.0,2468.0,1.527,16.95,1464585.2,63.94
361754,361754 상품,실온,가공식품,2.09,1,1,수도권,30.0,62.699999999999996,1015.74,33.858,0.0,434.0,16.2,16.93,1464585.2,63.94
434103,434103 상품,냉동,가공식품,1.35,1,1,수도권,1637.0,2209.9500000000003,1015.2,33.84,8.0,1048.5,0.459,16.92,1464585.2,63.94
116140,116140 상품,냉동,가공식품,0.3,21,1,수도권,0.0,0.0,1014.3,33.81,1014.0,0.0,,355.0,1464585.2,63.94
430849,430849 상품,냉동,가공식품,1.0,1,1,수도권,0.0,0.0,1014.0,33.8,1023.0,0.0,,16.9,1464585.2,63.94
278729,278729 상품,실온,가공식품,0.12,1,1,수도권,0.0,0.0,1008.0,33.6,1008.0,54.0,,16.8,1464585.2,63.94
460000,460000 상품,냉동,가공식품,0.25,7,1,수도권,0.0,0.0,1006.75,33.558,1.0,0.0,,117.45,1464585.2,63.94
104226,104226 상품,실온,가공식품,16.501,2,1,수도권,0.0,0.0,1006.561,33.552,1007.0,0.0,,33.55,1464585.2,63.94
701228,701228 상품,냉동,CK제품,1.0,14,1,수도권,976.0,976.0,1005.0,33.5,36.0,0.0,1.03,234.5,1464585.2,63.94
261303,261303 상품,실온,가공식품,0.13,1,1,수도권,654.0,85.02,1003.86,33.462,42.0,3386.49,11.807,16.73,1464585.2,63.94
437302,437302 상품,냉장,가공식품,2.0,10,1,수도권,0.0,0.0,994.0,33.133,1002.0,0.0,,165.67,1464585.2,63.94
383601,383601 상품,실온,가공식품,1.0,5,1,수도권,0.0,0.0,993.0,33.1,1001.0,3.0,,82.75,1464585.2,63.94
456113,456113 상품,냉동,수산물,0.9,1,1,수도권,1606.0,1445.4,990.0,33.0,0.0,3347.0,0.685,16.5,1464585.2,63.94
100729,100729 상품,실온,가공식품,0.25,1,1,수도권,0.0,0.0,982.5,32.75,990.0,7.5,,16.38,1464585.2,63.94
259445,259445 상품,냉장,가공식품,2.0,1,1,수도권,0.0,0.0,982.0,32.733,740.0,42.0,,16.37,1464585.2,63.94
381512,381512 상품,냉동,가공식품,3.0,2,1,수도권,0.0,0.0,978.0,32.6,981.0,3.0,,32.6,1464585.2,63.94
450007,450007 상품,냉장,가공식품,2.0,7,1,수도권,756.0,1512.0,978.0,32.6,10.0,3682.0,0.647,114.1,1464585.2,63.94
458382,458382 상품,냉장,가공식품,1.0,7,1,수도권,0.0,0.0,974.0,32.467,975.0,0.0,,113.63,1464585.2,63.94
449987,449987 상품,냉동,가공식품,1.0,7,1,수도권,0.0,0.0,971.0,32.367,976.0,0.0,,113.28,1464585.2,63.94
393479,393479 상품,실온,가공식품,5.0,15,1,수도권,416.0,2080.0,970.0,32.333,0.0,2920.0,0.466,242.5,1464585.2,63.94
430504,430504 상품,냉동,가공식품,0.98,1,1,수도권,0.0,0.0,968.24,32.275,968.0,0.0,,16.14,1464585.2,63.94
383684,383684 상품,냉동,가공식품,10.08,11,1,수도권,114.0,1149.1200000000001,967.68,32.256,10.0,3476.8,0.842,177.41,1464585.2,63.94
456764,456764 상품,냉동,가공식품,0.05,7,1,수도권,0.0,0.0,967.2,32.24,967.0,0.0,,112.84,1464585.2,63.94
143517,143517 상품,실온,가공식품,3.15,2,1,수도권,352.0,1108.8,967.05,32.235,0.0,35.0,0.872,32.24,1464585.2,63.94
397057,397057 상품,냉동,농산물,1.0,1,1,수도권,0.0,0.0,967.0,32.233,972.0,0.0,,16.12,1464585.2,63.94
123125,123125 상품,냉장,가공식품,2.0,1,1,수도권,500.0,1000.0,962.0,32.067,58.0,2680.0,0.962,16.03,1464585.2,63.94
100572,100572 상품,실온,가공식품,0.907,2,1,수도권,0.0,0.0,961.42,32.047,961.0,0.0,,32.05,1464585.2,63.94
126253,126253 상품,냉동,가공식품,0.496,14,1,수도권,5810.0,2881.7599999999998,959.76,31.992,4.0,3063.504,0.333,223.94,1464585.2,63.94
362634,362634 상품,냉장,가공식품,1.0,1,1,수도권,0.0,0.0,958.0,31.933,637.0,17.0,,15.97,1464585.2,63.94
437325,437325 상품,실온,비식품,6.4,16,1,수도권,0.0,0.0,953.6,31.787,954.0,0.0,,254.29,1464585.2,63.94
459475,459475 상품,냉장,축산물,1.0,1,1,수도권,0.0,0.0,953.42,31.781,0.0,0.0,,15.89,1464585.2,63.94
457576,457576 상품,냉동,가공식품,3.264,2,1,수도권,250.0,816.0,953.088,31.77,0.0,1094.336,1.168,31.77,1464585.2,63.94
111913,111913 상품,실온,가공식품,1.0,1,1,수도권,94.0,94.0,951.0,31.7,26.0,244.0,10.117,15.85,1464585.2,63.94
459522,459522 상품,실온,가공식품,0.13,1,1,수도권,13680.0,1778.4,950.95,31.698,0.0,0.0,0.535,15.85,1464585.2,63.94
382666,382666 상품,실온,비식품,10.0,2,1,수도권,0.0,0.0,950.0,31.667,950.0,0.0,,31.67,1464585.2,63.94
435528,435528 상품,실온,가공식품,2.0,2,1,수도권,252.0,504.0,948.0,31.6,0.0,1488.0,1.881,31.6,1464585.2,63.94
370512,370512 상품,냉동,가공식품,0.96,1,1,수도권,0.0,0.0,947.52,31.584,948.0,0.0,,15.79,1464585.2,63.94
278159,278159 상품,실온,가공식품,3.0,1,1,수도권,0.0,0.0,945.0,31.5,948.0,0.0,,15.75,1464585.2,63.94
296169,296169 상품,실온,비식품,8.8,1,1,수도권,22.0,193.60000000000002,941.6,31.387,0.0,308.2,4.864,15.69,1464585.2,63.94
428406,428406 상품,실온,농산물,20.0,2,1,수도권,0.0,0.0,940.0,31.333,940.0,20.0,,31.33,1464585.2,63.94
450407,450407 상품,냉장,가공식품,10.0,5,1,수도권,0.0,0.0,940.0,31.333,940.0,0.0,,78.33,1464585.2,63.94
461078,461078 상품,실온,농산물,20.0,7,1,수도권,0.0,0.0,940.0,31.333,0.0,0.0,,109.67,1464585.2,63.94
450932,450932 상품,냉동,가공식품,1.0,7,1,수도권,0.0,0.0,936.0,31.2,939.0,0.0,,109.2,1464585.2,63.94
369116,369116 상품,냉장,가공식품,2.0,14,1,수도권,0.0,0.0,934.0,31.133,936.0,0.0,,217.93,1464585.2,63.94
161053,161053 상품,실온,가공식품,3.0,1,1,수도권,318.0,954.0,927.0,30.9,3.0,1323.0,0.972,15.45,1464585.2,63.94
112323,112323 상품,냉장,가공식품,1.0,2,1,수도권,996.0,996.0,927.0,30.9,0.0,2206.0,0.931,30.9,1464585.2,63.94
241524,241524 상품,실온,가공식품,0.13,2,1,수도권,11936.0,1551.68,925.6,30.853,0.0,626.95,0.597,30.85,1464585.2,63.94
455962,455962 상품,냉동,가공식품,1.0,7,1,수도권,1692.0,1692.0,925.0,30.833,20.0,2268.0,0.547,107.92,1464585.2,63.94
386608,386608 상품,냉동,가공식품,0.055,7,1,수도권,0.0,0.0,924.66,30.822,925.0,0.0,,107.88,1464585.2,63.94
364380,364380 상품,실온,가공식품,1.75,1,1,수도권,0.0,0.0,924.0,30.8,926.0,1.75,,15.4,1464585.2,63.94
137714,137714 상품,실온,가공식품,1.5,1,1,수도권,935.0,1402.5,910.5,30.35,34.0,3181.0,0.649,15.18,1464585.2,63.94
353571,353571 상품,냉동,가공식품,1.02,7,1,수도권,0.0,0.0,909.84,30.328,910.0,0.0,,106.15,1464585.2,63.94
347081,347081 상품,냉동,가공식품,0.26,5,1,수도권,6746.0,1753.96,909.22,30.307,6.0,3019.82,0.518,75.77,1464585.2,63.94
363090,363090 상품,실온,가공식품,1.95,7,1,수도권,0.0,0.0,908.7,30.29,909.0,0.0,,106.02,1464585.2,63.94
392026,392026 상품,냉동,가공식품,1.0,1,1,수도권,834.0,834.0,905.0,30.167,188.0,1865.0,1.085,15.08,1464585.2,63.94
242122,242122 상품,실온,가공식품,25.0,1,1,수도권,23.0,575.0,900.0,30.0,725.0,1550.0,1.565,15.0,1464585.2,63.94
453896,453896 상품,실온,비식품,18.32,5,1,수도권,65.0,1190.8,897.68,29.923,0.0,3516.96,0.754,74.81,1464585.2,63.94
204590,204590 상품,냉동,가공식품,0.3,2,1,수도권,0.0,0.0,895.5,29.85,896.0,0.0,,29.85,1464585.2,63.94
701203,701203 상품,냉동,CK제품,5.0,14,1,수도권,364.0,1820.0,895.0,29.833,125.0,0.0,0.492,208.83,1464585.2,63.94
381525,381525 상품,냉동,가공식품,0.3,2,1,수도권,0.0,0.0,893.4,29.78,896.0,0.0,,29.78,1464585.2,63.94
291699,291699 상품,냉동,가공식품,1.0,2,1,수도권,0.0,0.0,893.0,29.767,894.0,0.0,,29.77,1464585.2,63.94
438922,438922 상품,실온,가공식품,1.0,1,1,수도권,0.0,0.0,891.0,29.7,895.0,0.0,,14.85,1464585.2,63.94
385648,385648 상품,실온,가공식품,2.84,1,1,수도권,160.0,454.4,888.92,29.631,0.0,74.0,1.956,14.82,1464585.2,63.94
392031,392031 상품,냉동,수산물,0.5,4,1,수도권,0.0,0.0,888.5,29.617,889.0,0.0,,59.23,1464585.2,63.94
455668,455668 상품,실온,가공식품,13.0,7,1,수도권,87.0,1131.0,884.0,29.467,221.0,2028.0,0.782,103.13,1464585.2,63.94
362665,362665 상품,냉장,가공식품,4.0,1,1,수도권,112.0,448.0,884.0,29.467,0.0,1252.0,1.973,14.73,1464585.2,63.94
391347,391347 상품,냉동,가공식품,1.2,2,1,수도권,0.0,0.0,883.2,29.44,883.0,0.0,,29.44,1464585.2,63.94
100070,100070 상품,실온,가공식품,20.0,1,1,수도권,34.0,680.0,880.0,29.333,200.0,1600.0,1.294,14.67,1464585.2,63.94
285728,285728 상품,실온,가공식품,20.0,1,1,수도권,0.0,0.0,880.0,29.333,900.0,0.0,,14.67,1464585.2,63.94
230553,230553 상품,실온,농산물,20.0,2,1,수도권,71.0,1420.0,880.0,29.333,80.0,2080.0,0.62,29.33,1464585.2,63.94
701181,701181 상품,냉동,CK제품,5.0,14,1,수도권,128.0,640.0,880.0,29.333,65.0,0.0,1.375,205.33,1464585.2,63.94
430956,430956 상품,냉동,가공식품,0.09,2,1,수도권,720.0,64.8,878.85,29.295,57.0,1700.9,13.563,29.3,1464585.2,63.94
229741,229741 상품,실온,가공식품,0.11,1,1,수도권,0.0,0.0,877.8,29.26,881.0,3.3,,14.63,1464585.2,63.94
124282,124282 상품,냉동,가공식품,0.99,2,1,수도권,0.0,0.0,875.222,29.174,877.0,0.0,,29.17,1464585.2,63.94
368931,368931 상품,실온,비식품,1.0,3,1,수도권,0.0,0.0,873.0,29.1,874.0,0.0,,43.65,1464585.2,63.94
142980,142980 상품,실온,가공식품,0.425,1,1,수도권,1346.0,572.05,872.1,29.07,19.0,918.0,1.525,14.54,1464585.2,63.94
246934,246934 상품,냉동,가공식품,1.0,1,1,수도권,1967.0,1967.0,870.0,29.0,0.0,1435.0,0.442,14.5,1464585.2,63.94
287664,287664 상품,냉동,가공식품,0.9,4,1,수도권,858.0,772.2,862.2,28.74,2.0,369.3,1.117,57.48,1464585.2,63.94
126735,126735 상품,실온,가공식품,2.5,1,1,수도권,0.0,0.0,860.0,28.667,870.0,2.5,,14.33,1464585.2,63.94
432134,432134 상품,냉장,가공식품,10.0,4,1,수도권,0.0,0.0,860.0,28.667,860.0,0.0,,57.33,1464585.2,63.94
295753,295753 상품,실온,가공식품,0.5,1,1,수도권,0.0,0.0,859.0,28.633,859.0,0.0,,14.32,1464585.2,63.94
389932,389932 상품,냉동,가공식품,2.8,1,1,수도권,0.0,0.0,856.8,28.56,857.0,0.0,,14.28,1464585.2,63.94
434678,434678 상품,실온,가공식품,4.0,2,1,수도권,554.0,2216.0,856.0,28.533,52.0,2192.0,0.386,28.53,1464585.2,63.94
426122,426122 상품,냉동,가공식품,1.0,7,1,수도권,2901.0,2901.0,855.0,28.5,34.0,3597.0,0.295,99.75,1464585.2,63.94
128459,128459 상품,실온,가공식품,2.0,1,1,수도권,0.0,0.0,852.0,28.4,854.0,0.0,,14.2,1464585.2,63.94
398529,398529 상품,냉동,가공식품,2.0,1,1,수도권,0.0,0.0,850.0,28.333,852.0,0.0,,14.17,1464585.2,63.94
441159,441159 상품,냉동,가공식품,1.0,3,1,수도권,0.0,0.0,848.0,28.267,851.0,0.0,,42.4,1464585.2,63.94
455048,455048 상품,실온,비식품,5.0,7,1,수도권,0.0,0.0,845.0,28.167,845.0,0.0,,98.58,1464585.2,63.94
369410,369410 상품,냉동,가공식품,1.0,2,1,수도권,0.0,0.0,844.0,28.133,844.0,0.0,,28.13,1464585.2,63.94
343797,343797 상품,냉동,가공식품,1.45,1,1,수도권,0.0,0.0,841.0,28.033,841.0,0.0,,14.02,1464585.2,63.94
390280,390280 상품,냉장,가공식품,1.8,2,1,수도권,759.0,1366.2,840.6,28.02,13.0,1968.6,0.615,28.02,1464585.2,63.94
435513,435513 상품,냉동,가공식품,2.0,15,1,수도권,0.0,0.0,840.0,28.0,840.0,0.0,,210.0,1464585.2,63.94
459918,459918 상품,냉동,축산물,2.5,10,1,수도권,0.0,0.0,840.0,28.0,0.0,0.0,,140.0,1464585.2,63.94
434663,434663 상품,실온,가공식품,4.0,2,1,수도권,247.0,988.0,840.0,28.0,0.0,92.0,0.85,28.0,1464585.2,63.94
330247,330247 상품,냉동,축산물,20.0,3,1,수도권,152.0,3040.0,840.0,28.0,0.0,6880.0,0.276,42.0,1464585.2,63.94
370135,370135 상품,냉동,가공식품,0.9,3,1,수도권,0.0,0.0,836.1,27.87,837.0,0.0,,41.8,1464585.2,63.94
455710,455710 상품,냉동,수산물,4.0,5,1,수도권,0.0,0.0,836.0,27.867,836.0,0.0,,69.67,1464585.2,63.94
435880,435880 상품,냉동,수산물,0.8,3,1,수도권,0.0,0.0,835.2,27.84,839.0,4.0,,41.76,1464585.2,63.94
701218,701218 상품,냉장,CK제품,0.8,14,1,수도권,1073.0,858.4000000000001,833.6,27.787,39.0,0.0,0.971,194.51,1464585.2,63.94
434814,434814 상품,실온,가공식품,1.8,3,1,수도권,1332.0,2397.6,833.4,27.78,18.0,3086.2,0.348,41.67,1464585.2,63.94
455072,455072 상품,냉장,가공식품,1.0,5,1,수도권,427.0,427.0,832.0,27.733,0.0,967.0,1.948,69.33,1464585.2,63.94
371089,371089 상품,냉장,가공식품,0.25,5,1,수도권,0.0,0.0,830.0,27.667,830.0,0.0,,69.17,1464585.2,63.94
432383,432383 상품,실온,가공식품,1.8,3,1,수도권,0.0,0.0,828.0,27.6,830.0,3.6,,41.4,1464585.2,63.94
117971,117971 상품,실온,가공식품,1.8,2,1,수도권,994.0,1789.2,828.0,27.6,9.0,1947.8,0.463,27.6,1464585.2,63.94
386175,386175 상품,냉동,가공식품,3.0,1,1,수도권,477.0,1431.0,828.0,27.6,6.0,1404.0,0.579,13.8,1464585.2,63.94
140093,140093 상품,실온,가공식품,1.0,1,1,수도권,0.0,0.0,827.0,27.567,829.0,1.0,,13.78,1464585.2,63.94
448276,448276 상품,냉동,축산물,1.0,1,1,수도권,1120.0,1120.0,826.0,27.533,4.0,1722.0,0.738,13.77,1464585.2,63.94
441619,441619 상품,냉동,농산물,1.0,3,1,수도권,0.0,0.0,822.0,27.4,823.0,0.0,,41.1,1464585.2,63.94
381045,381045 상품,냉장,축산물,1.0,7,1,수도권,0.0,0.0,821.0,27.367,833.0,0.0,,95.78,1464585.2,63.94
457800,457800 상품,냉장,가공식품,2.0,7,1,수도권,640.0,1280.0,818.0,27.267,2.0,1086.0,0.639,95.43,1464585.2,63.94
370051,370051 상품,실온,가공식품,0.21,1,1,수도권,2604.0,546.84,814.17,27.139,0.0,501.15,1.489,13.57,1464585.2,63.94
234560,234560 상품,냉동,축산물,1.0,1,1,수도권,461.59,461.59,812.07,27.069,0.0,2723.2,1.759,13.53,1464585.2,63.94
246225,246225 상품,냉장,가공식품,2.0,10,1,수도권,0.0,0.0,812.0,27.067,814.0,6.0,,135.33,1464585.2,63.94
173174,173174 상품,냉동,가공식품,1.0,2,1,수도권,0.0,0.0,812.0,27.067,812.0,3.0,,27.07,1464585.2,63.94
501186,501186 상품,실온,비식품,2.17,2,1,수도권,0.0,0.0,811.58,27.053,812.0,0.0,,27.05,1464585.2,63.94
106678,106678 상품,실온,가공식품,2.0,1,1,수도권,366.0,732.0,810.0,27.0,4.0,1526.0,1.107,13.5,1464585.2,63.94
460990,460990 상품,냉동,가공식품,2.0,7,1,수도권,207.0,414.0,810.0,27.0,0.0,0.0,1.957,94.5,1464585.2,63.94
268596,268596 상품,냉동,가공식품,0.795,1,1,수도권,0.0,0.0,808.515,26.95,809.0,0.0,,13.48,1464585.2,63.94
430398,430398 상품,냉동,가공식품,0.7,3,1,수도권,0.0,0.0,808.5,26.95,812.0,0.0,,40.42,1464585.2,63.94
303028,303028 상품,냉장,가공식품,2.27,3,1,수도권,0.0,0.0,808.12,26.937,808.0,0.0,,40.41,1464585.2,63.94
281228,281228 상품,냉동,가공식품,2.0,3,1,수도권,0.0,0.0,806.0,26.867,806.0,0.0,,40.3,1464585.2,63.94
458598,458598 상품,냉동,가공식품,1.0,7,1,수도권,3010.0,3010.0,806.0,26.867,0.0,1896.0,0.268,94.03,1464585.2,63.94
440015,440015 상품,냉동,수산물,0.8,7,1,수도권,1511.0,1208.8,804.8,26.827,0.0,1655.8,0.666,93.89,1464585.2,63.94
331480,331480 상품,냉동,가공식품,0.585,7,1,수도권,0.0,0.0,804.375,26.812,806.0,1.0,,93.84,1464585.2,63.94
281769,281769 상품,냉동,가공식품,1.0,1,1,수도권,0.0,0.0,804.0,26.8,804.0,0.0,,13.4,1464585.2,63.94
701340,701340 상품,냉동,CK제품,1.0,14,1,수도권,629.0,629.0,802.0,26.733,20.0,0.0,1.275,187.13,1464585.2,63.94
433760,433760 상품,냉동,수산물,0.8,7,1,수도권,598.0,478.40000000000003,801.6,26.72,0.0,1610.0,1.676,93.52,1464585.2,63.94
138390,138390 상품,실온,가공식품,2.25,1,1,수도권,0.0,0.0,801.0,26.7,801.0,0.0,,13.35,1464585.2,63.94
111919,111919 상품,실온,가공식품,1.0,3,1,수도권,0.0,0.0,798.0,26.6,818.0,20.0,,39.9,1464585.2,63.94
374165,374165 상품,실온,가공식품,1.0,2,1,수도권,0.0,0.0,795.0,26.5,795.0,0.0,,26.5,1464585.2,63.94
342120,342120 상품,냉동,가공식품,3.0,4,1,수도권,452.0,1356.0,795.0,26.5,6.0,1176.0,0.586,53.0,1464585.2,63.94
398664,398664 상품,실온,가공식품,1.0,5,1,수도권,0.0,0.0,792.0,26.4,792.0,0.0,,66.0,1464585.2,63.94
449224,449224 상품,실온,비식품,4.0,3,1,수도권,0.0,0.0,792.0,26.4,792.0,0.0,,39.6,1464585.2,63.94
109379,109379 상품,실온,가공식품,0.42,1,1,수도권,0.0,0.0,790.86,26.362,796.0,0.0,,13.18,1464585.2,63.94
455165,455165 상품,냉장,축산물,1.0,2,1,수도권,0.0,0.0,790.7,26.357,0.0,3646.19,,26.36,1464585.2,63.94
463792,463792 상품,실온,가공식품,10.0,1,1,수도권,541.0,5410.0,790.0,26.333,0.0,0.0,0.146,13.17,1464585.2,63.94
372172,372172 상품,냉동,가공식품,0.45,10,1,수도권,3183.0,1432.3500000000001,789.3,26.31,0.0,2548.25,0.551,131.55,1464585.2,63.94
439076,439076 상품,냉동,가공식품,2.0,21,1,수도권,0.0,0.0,788.0,26.267,788.0,0.0,,275.8,1464585.2,63.94
433956,433956 상품,냉동,가공식품,1.0,5,1,수도권,0.0,0.0,786.0,26.2,786.0,0.0,,65.5,1464585.2,63.94
135511,135511 상품,실온,가공식품,1.5,1,1,수도권,346.0,519.0,786.0,26.2,0.0,1565.0,1.514,13.1,1464585.2,63.94
456068,456068 상품,냉동,가공식품,9.18,7,1,수도권,68.0,624.24,780.3,26.01,0.0,1046.38,1.25,91.04,1464585.2,63.94
338770,338770 상품,실온,농산물,20.0,7,1,수도권,0.0,0.0,780.0,26.0,780.0,0.0,,91.0,1464585.2,63.94
450275,450275 상품,실온,비식품,1.95,7,1,수도권,0.0,0.0,780.0,26.0,780.0,0.0,,91.0,1464585.2,63.94
173246,173246 상품,냉동,가공식품,1.05,1,1,수도권,0.0,0.0,779.1,25.97,779.0,0.0,,12.99,1464585.2,63.94
348355,348355 상품,냉동,가공식품,3.0,4,1,수도권,385.0,1155.0,777.0,25.9,0.0,1044.0,0.673,51.8,1464585.2,63.94
169083,169083 상품,냉동,가공식품,1.0,2,1,수도권,0.0,0.0,776.0,25.867,789.0,0.0,,25.87,1464585.2,63.94
124182,124182 상품,냉동,가공식품,0.78,14,1,수도권,971.0,757.38,774.54,25.818,11.0,2075.46,1.023,180.73,1464585.2,63.94
246398,246398 상품,실온,가공식품,1.0,3,1,수도권,0.0,0.0,774.0,25.8,774.0,0.0,,38.7,1464585.2,63.94
