상품코드,센터,재고량_최소단위,재고량_kg,월출고량_kg,이체유입_kg,이체유출_kg,회전율_kg(출고kg/재고kg)
390088,2,0.0,0.0,2221.0,2221.0,1.0,
347918,2,373.0,2984.0,2296.0,0.0,10248.0,0.769
427912,2,690.0,13800.0,1200.0,0.0,7820.0,0.087
459371,2,0.0,0.0,862.0,0.0,0.0,
158135,2,0.0,0.0,10.0,10.0,0.0,
431314,2,0.0,0.0,1310.0,1310.0,0.0,
452329,2,0.0,0.0,764.0,764.0,0.0,
440171,2,0.0,0.0,1359.9,1359.9,0.0,
362482,2,0.0,0.0,2907.9,1101.6000000000001,0.0,
441157,2,0.0,0.0,1994.46,1994.46,0.0,
397917,2,0.0,0.0,1894.8,1896.0,0.0,
458239,2,0.0,0.0,1255.0,1255.0,0.0,
373419,2,0.0,0.0,780.0,780.0,0.0,
137063,2,0.0,0.0,960.0,960.0,0.0,
371326,2,0.0,0.0,1944.0,1953.0,0.0,
294616,2,0.0,0.0,2322.0,2356.0,34.0,
373780,2,0.0,0.0,1557.0,1557.0,0.0,
398546,2,0.0,0.0,2041.0,2041.0,1.0,
437300,2,0.0,0.0,1180.0,1180.0,0.0,
351084,2,0.0,0.0,1285.2,1285.2,0.0,
381515,2,0.0,0.0,1696.5,1697.1,0.0,
100108,2,83.0,1660.0,3460.0,360.0,1860.0,2.084
440145,2,0.0,0.0,1309.0,1311.0,0.0,
376212,2,0.0,0.0,1737.75,1737.75,2.0,
394379,2,0.0,0.0,2350.0,2350.0,0.0,
138392,2,34.0,578.0,1377.0,221.0,1700.0,2.382
426647,2,0.0,0.0,2088.0,2088.0,0.0,
387340,2,0.0,0.0,20.8,20.8,0.0,
138260,2,565.0,2825.0,1130.0,0.0,1505.0,0.4
138070,2,0.0,0.0,1840.0,1842.5,3.0,
458653,2,0.0,0.0,1762.0,1768.0,0.0,
124171,2,0.0,0.0,1400.64,1401.12,0.0,
459236,2,8618.0,775.62,2206.08,0.0,0.0,2.844
455116,2,0.0,0.0,1742.0,1743.0,0.0,
280433,2,12355.0,1544.375,3261.0,4.375,4449.0,2.112
439805,2,0.0,0.0,1131.55,1131.55,0.0,
105599,2,0.0,0.0,1690.2,1690.2,0.0,
512178,2,79.0,695.2,2068.0,0.0,44.0,2.975
103556,2,816.0,93.84,2610.96,0.0,1259.0,27.824
388679,2,0.0,0.0,1158.0,1254.0,96.0,
372645,2,0.0,0.0,2065.6,2065.6,0.0,
362836,2,0.0,0.0,3447.0,3459.0,12.0,
701348,2,0.0,0.0,1220.0,0.0,15.0,
398555,2,0.0,0.0,1722.5,1722.5,0.0,
454042,2,8232.0,1029.0,2073.0,0.0,471.0,2.015
398284,2,0.0,0.0,793.0,793.0,1.0,
369076,2,0.0,0.0,2547.0,2547.0,0.0,
122662,2,0.0,0.0,2834.0,2844.0,4.0,
115722,2,0.0,0.0,1233.0,1233.0,0.0,
701179,2,0.0,0.0,1020.0,0.0,0.0,
437523,2,0.0,0.0,550.0,550.0,0.0,
375046,2,0.0,0.0,5587.2,5592.96,0.0,
369370,2,0.0,0.0,2772.0,2772.0,0.0,
294623,2,282.0,2820.0,1380.0,100.0,12750.0,0.489
462029,2,0.0,0.0,1188.48,0.0,0.0,
381288,2,0.0,0.0,1974.4,1976.0,0.0,
504655,2,64.0,1280.0,1140.0,0.0,160.0,0.891
335520,2,0.0,0.0,604.92,630.48,17.0,
426670,2,0.0,0.0,1519.2,1520.1,0.0,
437287,2,0.0,0.0,1035.0,1035.0,0.0,
283194,2,0.0,0.0,1672.8,1674.0,1.0,
145782,2,790.0,1304.29,2025.777,0.0,7546.0,1.553
401481,2,0.0,0.0,1380.0,1380.0,0.0,
116981,2,0.0,0.0,1447.0,1447.0,0.0,
386642,2,1679.0,4113.55,1957.55,41.65,6018.0,0.476
100098,2,41.0,820.0,540.0,0.0,5640.0,0.659
354792,2,0.0,0.0,960.0,960.0,0.0,
458228,2,0.0,0.0,974.1,974.1,0.0,
143362,2,0.0,0.0,2768.4,2773.4,1.0,
106907,2,0.0,0.0,594.0,594.0,0.0,
372307,2,0.0,0.0,2670.0,2679.0,12.0,
455730,2,0.0,0.0,4130.0,4130.0,0.0,
388678,2,0.0,0.0,1449.0,1491.0,42.0,
380456,2,0.0,0.0,1476.0,1476.0,0.0,
459056,2,0.0,0.0,1723.6,0.0,0.0,
435786,2,0.0,0.0,1624.0,1624.0,0.0,
362882,2,0.0,0.0,2860.0,2860.0,0.0,
372123,2,0.0,0.0,1485.12,1518.72,34.0,
282108,2,0.0,0.0,1340.0,866.0,1060.0,
143622,2,129.0,2580.0,2000.0,360.0,3700.0,0.775
369519,2,0.0,0.0,924.0,924.0,0.0,
347074,2,0.0,0.0,962.0,962.0,0.0,
344723,2,0.0,0.0,870.0,870.0,0.0,
274946,2,0.0,0.0,3577.5,3577.5,0.0,
359542,2,0.0,0.0,651.2,651.2,0.0,
701640,2,0.0,0.0,0.0,0.0,0.0,
234313,2,0.0,0.0,0.0,0.0,0.0,
450955,2,0.0,0.0,2620.0,2680.0,60.0,
458331,2,145.0,2900.0,1280.0,40.0,12280.0,0.441
322687,2,0.0,0.0,1171.8,1171.8,0.0,
391083,2,0.0,0.0,2150.0,2150.0,0.0,
198880,2,0.0,0.0,280.0,40.0,560.0,
203216,2,726.0,726.0,1820.0,0.0,1072.0,2.507
386084,2,0.0,0.0,0.0,0.0,0.0,
239196,2,0.0,0.0,2028.6,1562.4,1165.0,
234311,2,0.0,0.0,0.0,0.0,0.0,
236220,2,0.0,0.0,1406.0,192.4,429.0,
389698,2,71.0,213.0,747.0,0.0,5397.0,3.507
114328,2,0.0,0.0,3091.2,3091.2,0.0,
154639,2,0.0,0.0,1577.6,854.4,502.0,
270084,2,0.0,0.0,1394.4,1394.4,0.0,
438973,2,0.0,0.0,408.0,411.0,3.0,
437897,2,12.0,36.0,918.0,72.0,5400.0,25.5
438711,2,0.0,0.0,3870.0,3870.0,2.0,
453939,2,0.0,0.0,1001.0,1001.0,0.0,
137736,2,0.0,0.0,1777.95,1815.75,38.0,
391174,2,0.0,0.0,195.0,195.0,0.0,
368821,2,0.0,0.0,2910.0,2910.0,0.0,
458697,2,0.0,0.0,1105.0,0.0,0.0,
455118,2,0.0,0.0,1755.0,1760.0,5.0,
442105,2,0.0,0.0,829.28,28.4,6551.0,
460762,2,0.0,0.0,555.74,0.0,0.0,
292995,2,0.0,0.0,850.0,850.0,0.0,
386044,2,0.0,0.0,1286.0,1292.0,6.0,
114430,2,0.0,0.0,1596.0,1596.0,0.0,
372137,2,0.0,0.0,1488.0,1488.0,0.0,
249240,2,3136.0,1568.0,1849.0,14.5,7682.0,1.179
259353,2,6720.0,2385.6,3612.48,76.68,3775.0,1.514
457259,2,0.0,0.0,870.0,870.0,0.0,
359695,2,0.0,0.0,1618.0,1618.0,0.0,
453557,2,0.0,0.0,769.53,769.53,0.0,
172567,2,0.0,0.0,593.0,593.0,0.0,
458514,2,0.0,0.0,1270.08,1270.0800000000002,0.0,
386089,2,0.0,0.0,0.0,0.0,0.0,
397434,2,0.0,0.0,1333.248,1333.248,0.0,
108424,2,3843.0,7224.839999999999,911.8,1.88,4711.0,0.126
429524,2,0.0,0.0,1245.75,1247.4,0.0,
173175,2,0.0,0.0,889.0,891.0,2.0,
166811,2,0.0,0.0,1268.4,1268.4,0.0,
161034,2,0.0,0.0,158.7,14.1,0.0,
388745,2,0.0,0.0,1262.0,1300.0,37.0,
387660,2,0.0,0.0,2239.0,2246.0,6.0,
305346,2,0.0,0.0,257.6,259.7,2.0,
455119,2,0.0,0.0,876.0,878.0,2.0,
459868,2,278.0,2224.0,280.0,0.0,2104.0,0.126
362327,2,0.0,0.0,923.0,923.0,0.0,
455581,2,0.0,0.0,1586.0,83.2,603.0,
388676,2,0.0,0.0,1308.0,1344.0,36.0,
389579,2,0.0,0.0,489.0,490.0,1.0,
434117,2,0.0,0.0,2310.0,2320.0,0.0,
450615,2,667.0,1334.0,1288.0,2.0,5726.0,0.966
337371,2,5304.0,1882.9199999999998,1601.76,221.51999999999998,5862.0,0.851
140701,2,0.0,0.0,894.0,894.0,0.0,
441678,2,0.0,0.0,885.0,900.0,0.0,
370192,2,0.0,0.0,1181.0,1187.0,0.0,
131132,2,0.0,0.0,2622.0,1796.0,0.0,
460847,2,0.0,0.0,1078.35,0.0,0.0,
403039,2,0.0,0.0,1236.0,1240.0,4.0,
356814,2,0.0,0.0,3939.39,3947.5800000000004,8.0,
106909,2,681.0,1225.8,595.8,0.0,2727.0,0.486
138382,2,0.0,0.0,1212.0,906.0,1118.0,
203217,2,0.0,0.0,1385.0,414.0,1904.0,
386162,2,1284.0,4108.8,1296.0,25.6,7315.0,0.315
370193,2,0.0,0.0,1062.0,1071.0,9.0,
426788,2,235.0,4700.0,860.0,20.0,6000.0,0.183
274765,2,0.0,0.0,462.0,462.0,0.0,
197797,2,0.0,0.0,646.0,664.0,18.0,
249821,2,170.0,1530.0,1170.0,0.0,5895.0,0.765
461145,2,0.0,0.0,1194.0,0.0,0.0,
403987,2,1336.0,1336.0,1199.0,4.0,3369.0,0.897
362457,2,1390.0,4170.0,1170.0,0.0,5607.0,0.281
378332,2,2574.0,4839.12,1616.8,31.96,4181.0,0.334
441710,2,0.0,0.0,790.0,790.0,0.0,
428545,2,0.0,0.0,1430.0,1430.0,1.0,
426856,2,0.0,0.0,1431.0,1431.0,6.0,
434601,2,38.0,456.0,1140.0,0.0,924.0,2.5
398888,2,0.0,0.0,0.0,0.0,0.0,
427889,2,0.0,0.0,966.0,972.0,2.0,
372124,2,0.0,0.0,410.0,410.0,0.0,
380355,2,0.0,0.0,1066.0,1066.0,1.0,
382584,2,0.0,0.0,1102.0,1102.0,0.0,
338888,2,3768.0,1337.6399999999999,195.96,17.04,2207.0,0.146
434465,2,0.0,0.0,3734.0,3735.0,0.0,
438926,2,0.0,0.0,396.0,396.0,0.0,
331498,2,0.0,0.0,1163.0,1164.5,2.0,
452047,2,0.0,0.0,1386.0,1414.0,28.0,
370286,2,0.0,0.0,984.0,984.0,1.0,
143791,2,481.0,793.65,607.2,0.0,1956.0,0.765
403702,2,0.0,0.0,954.24,954.24,0.0,
458652,2,0.0,0.0,968.0,968.0,0.0,
389114,2,563.0,7319.0,559.0,247.0,5499.0,0.076
387198,2,0.0,0.0,1397.0,1397.0,0.0,
435354,2,0.0,0.0,140.0,140.0,0.0,
396581,2,0.0,0.0,444.92,444.92,0.0,
397334,2,0.0,0.0,952.56,955.8,3.0,
431396,2,0.0,0.0,1704.0,1704.0,0.0,
297823,2,117.0,479.69999999999993,701.1,4.1,996.0,1.462
390015,2,0.0,0.0,1416.48,1416.48,0.0,
501183,2,155.0,2790.0,666.0,0.0,1764.0,0.239
272108,2,255.0,2550.0,610.0,50.0,12520.0,0.239
433381,2,0.0,0.0,910.0,910.0,0.0,
141206,2,17184.0,2027.712,611.712,0.0,4225.0,0.302
380760,2,1560.0,2808.0,561.6,7.2,4124.0,0.2
459234,2,5368.0,483.12,962.55,0.0,0.0,1.992
351702,2,0.0,0.0,596.4,596.4,0.0,
429762,2,0.0,0.0,477.0,477.0,1.0,
437525,2,0.0,0.0,510.0,510.0,0.0,
437293,2,0.0,0.0,654.0,654.0,6.0,
435503,2,0.0,0.0,590.0,590.0,0.0,
428501,2,0.0,0.0,1260.0,1260.0,0.0,
377690,2,0.0,0.0,954.8,954.8,0.0,
435348,2,0.0,0.0,190.0,190.0,0.0,
401531,2,0.0,0.0,900.0,900.0,0.0,
135659,2,2465.0,2465.0,1258.0,19.0,2976.0,0.51
437319,2,0.0,0.0,538.0,538.0,0.0,
108361,2,330.0,990.0,690.0,66.0,4413.0,0.697
239195,2,0.0,0.0,1457.55,1457.55,4.0,
106807,2,32.0,576.0,1188.0,18.0,5058.0,2.062
436528,2,0.0,0.0,1020.0,1020.0,0.0,
133376,2,49.0,808.794,412.65,0.0,2757.0,0.51
234499,2,0.0,0.0,717.0,720.0,3.0,
100732,2,0.0,0.0,240.0,262.5,23.0,
434307,2,0.0,0.0,691.2,691.2,0.0,
136971,2,0.0,0.0,210.0,210.0,0.0,
448390,2,1112.0,3336.0,546.0,54.0,3294.0,0.164
426121,2,0.0,0.0,315.0,315.0,0.0,
362664,2,0.0,0.0,476.0,476.0,0.0,
138323,2,201.0,1809.0,2520.0,0.0,2268.0,1.393
362529,2,69.0,966.0,658.0,42.0,3752.0,0.681
701347,2,0.0,0.0,655.0,0.0,0.0,
393478,2,0.0,0.0,920.0,920.0,0.0,
432614,2,2626.0,2626.0,1233.0,2.0,4388.0,0.47
141752,2,0.0,0.0,771.0,771.0,0.0,
243128,2,0.0,0.0,929.25,931.5,9.0,
114583,2,0.0,0.0,192.0,192.0,0.0,
426946,2,0.0,0.0,2359.6,2359.6,0.0,
143383,2,282.0,564.0,924.0,360.0,3384.0,1.638
428541,2,0.0,0.0,1166.0,1166.0,0.0,
285483,2,0.0,0.0,530.0,530.0,0.0,
237766,2,1161.0,3483.0,597.0,12.0,3978.0,0.171
450118,2,0.0,0.0,1868.0,1868.0,0.0,
347858,2,0.0,0.0,754.0,756.0,0.0,
256914,2,0.0,0.0,3930.0,3930.0,0.0,
319039,2,0.0,0.0,1127.0,1129.0,2.0,
437521,2,0.0,0.0,176.0,176.0,0.0,
353213,2,0.0,0.0,1872.0,1888.0,16.0,
123017,2,0.0,0.0,3084.0,2322.0,2.0,
332845,2,0.0,0.0,1024.0,1025.6,8.0,
452376,2,1539.0,2770.2000000000003,725.4,14.4,3859.0,0.262
174853,2,250.0,1000.0,1028.0,4.0,4512.0,1.028
108210,2,1832.0,5609.584,508.292,27.558,1507.0,0.091
381489,2,0.0,0.0,757.0,757.0,0.0,
441702,2,0.0,0.0,660.0,660.0,0.0,
368774,2,364.0,1055.6,672.8,34.8,2071.0,0.637
133413,2,3120.0,1060.8000000000002,346.8,47.599999999999994,4441.0,0.327
369198,2,825.0,2475.0,681.0,201.0,3702.0,0.275
450497,2,0.0,0.0,951.25,954.75,4.0,
381287,2,0.0,0.0,514.8,534.0,19.0,
380353,2,0.0,0.0,834.0,835.0,1.0,
100100,2,0.0,0.0,60.0,60.0,0.0,
399177,2,0.0,0.0,1017.0,1017.0,0.0,
166556,2,0.0,0.0,898.0,900.0,2.0,
372659,2,0.0,0.0,819.0,819.0,0.0,
173010,2,0.0,0.0,1740.48,1740.48,13.0,
448108,2,0.0,0.0,798.0,799.2,0.0,
257586,2,1113.0,3339.0,1134.0,60.0,4776.0,0.34
301232,2,0.0,0.0,0.0,0.0,0.0,
439056,2,0.0,0.0,306.0,306.0,0.0,
136970,2,0.0,0.0,740.0,740.0,0.0,
359919,2,0.0,0.0,1363.0,1363.0,0.0,
133099,2,0.0,0.0,2310.0,2329.0,19.0,
361700,2,0.0,0.0,715.0,715.0,0.0,
114478,2,0.0,0.0,1065.9,1065.9,0.0,
434114,2,0.0,0.0,1620.0,1610.0,0.0,
390254,2,0.0,0.0,390.4,390.4,0.0,
253339,2,0.0,0.0,1414.55,1414.55,0.0,
297496,2,0.0,0.0,540.0,540.0,0.0,
448527,2,0.0,0.0,405.9,405.9,0.0,
123452,2,0.0,0.0,1454.0,1454.0,0.0,
457003,2,0.0,0.0,934.0,936.0,2.0,
362517,2,0.0,0.0,742.0,742.0,0.0,
372101,2,0.0,0.0,103.0,103.0,0.0,
440874,2,0.0,0.0,408.0,409.0,1.0,
436318,2,0.0,0.0,467.64,469.8,0.0,
141164,2,0.0,0.0,1005.0,1005.0,3.0,
435580,2,0.0,0.0,2495.64,2495.64,0.0,
459980,2,0.0,0.0,1431.0,0.0,12.0,
458702,2,0.0,0.0,53.0,0.0,0.0,
438400,2,0.0,0.0,740.0,740.0,0.0,
462710,2,0.0,0.0,708.0,0.0,24.0,
375047,2,0.0,0.0,1082.88,1082.88,0.0,
381516,2,0.0,0.0,78.0,78.0,0.0,
203218,2,0.0,0.0,695.0,695.0,0.0,
175443,2,0.0,0.0,588.0,588.0,0.0,
352536,2,0.0,0.0,1537.2,1537.2,0.0,
229740,2,683.0,375.65000000000003,594.0,7.699999999999999,1510.0,1.581
455375,2,0.0,0.0,2061.0,2061.0,0.0,
463258,2,0.0,0.0,3970.47,0.0,0.0,
359441,2,0.0,0.0,792.0,792.0,0.0,
428161,2,0.0,0.0,695.0,695.0,1.0,
437318,2,0.0,0.0,497.5,497.5,0.0,
435505,2,0.0,0.0,464.4,464.4,0.0,
173009,2,0.0,0.0,1274.28,1274.28,0.0,
287566,2,0.0,0.0,114.0,115.0,1.0,
701183,2,0.0,0.0,405.0,0.0,0.0,
435356,2,0.0,0.0,119.6,119.6,0.0,
438724,2,0.0,0.0,3.4,3.4,0.0,
137197,2,73.0,1204.938,115.542,16.506,1849.0,0.096
430673,2,0.0,0.0,604.326,606.469,2.0,
435529,2,0.0,0.0,672.0,672.0,0.0,
396967,2,0.0,0.0,716.0,128.0,284.0,
326154,2,0.0,0.0,1605.0,1610.0,5.0,
368786,2,0.0,0.0,728.0,728.0,0.0,
137062,2,0.0,0.0,640.0,640.0,0.0,
274242,2,0.0,0.0,912.0,912.0,0.0,
421410,2,0.0,0.0,1154.0,1156.0,1.0,
356081,2,0.0,0.0,1266.912,1275.876,4.0,
146337,2,0.0,0.0,1158.56,524.81,344.0,
455446,2,0.0,0.0,661.0,665.0,4.0,
454836,2,0.0,0.0,667.0,667.0,0.0,
434109,2,0.0,0.0,1245.6,1252.8,0.0,
370312,2,0.0,0.0,685.888,685.888,0.0,
369036,2,0.0,0.0,1243.0,1247.0,0.0,
325695,2,802.0,1604.0,352.0,0.0,2072.0,0.219
436001,2,4317.0,12951.0,1542.0,189.0,5472.0,0.119
403640,2,0.0,0.0,920.16,920.16,0.0,
456996,2,0.0,0.0,3267.264,3267.264,0.0,
439469,2,0.0,0.0,848.4,848.4,0.0,
431472,2,0.0,0.0,620.0,620.0,0.0,
388743,2,0.0,0.0,745.0,745.0,0.0,
458293,2,0.0,0.0,992.0,994.0,0.0,
386048,2,0.0,0.0,660.6,660.6,0.0,
173008,2,0.0,0.0,1287.6,1287.6,0.0,
194802,2,0.0,0.0,1093.5,1096.5,0.0,
432615,2,2084.0,2084.0,789.0,48.0,3478.0,0.379
361668,2,0.0,0.0,840.0,840.0,0.0,
359545,2,0.0,0.0,538.2,538.2,0.0,
436743,2,0.0,0.0,1272.0,1272.0,0.0,
106977,2,93.0,837.0,783.0,54.0,3798.0,0.935
362505,2,0.0,0.0,728.0,728.0,0.0,
453110,2,0.0,0.0,1249.2,1249.2,0.0,
108217,2,3253.0,9960.686,1044.142,122.47999999999999,2805.0,0.105
359458,2,0.0,0.0,966.0,82.8,2456.0,
437520,2,0.0,0.0,438.0,438.0,0.0,
392479,2,0.0,0.0,788.4,846.0,58.0,
111912,2,571.0,7994.0,322.0,84.0,2086.0,0.04
106912,2,197.0,354.6,709.2,0.0,4408.0,2.0
127692,2,0.0,0.0,626.26,653.41,27.0,
271173,2,416.0,416.0,644.0,1.0,3394.0,1.548
431210,2,0.0,0.0,844.14,844.14,0.0,
285487,2,0.0,0.0,720.0,720.0,0.0,
138391,2,0.0,0.0,966.0,966.0,0.0,
172084,2,857.0,111.41000000000001,956.8,0.0,208.0,8.588
245990,2,1323.0,4498.2,659.6,6.8,3927.0,0.147
246859,2,0.0,0.0,1146.0,1150.0,4.0,
368817,2,0.0,0.0,1144.0,1148.0,4.0,
228429,2,68.0,1360.0,0.0,20.0,2980.0,0.0
384635,2,0.0,0.0,960.0,960.0,0.0,
134356,2,0.0,0.0,210.12,210.12,0.0,
460147,2,34.0,44.88,376.2,0.0,0.0,8.382
403705,2,0.0,0.0,1285.2,1285.2,0.0,
356982,2,0.0,0.0,761.0,768.0,7.0,
427476,2,0.0,0.0,954.0,960.0,6.0,
325425,2,0.0,0.0,431.0,432.0,1.0,
338160,2,0.0,0.0,508.2,509.6,1.0,
459238,2,8374.0,753.66,341.28,0.0,0.0,0.453
165272,2,0.0,0.0,741.0,741.0,0.0,
438197,2,0.0,0.0,432.0,432.0,0.0,
395130,2,0.0,0.0,399.0,399.0,0.0,
427631,2,0.0,0.0,1453.0,1477.0,23.0,
387983,2,402.0,1246.2,1692.6,55.8,4650.0,1.358
390077,2,219.0,1379.7,1373.4,0.0,3698.0,0.995
124145,2,0.0,0.0,720.0,720.0,0.0,
441158,2,0.0,0.0,801.0,801.0,0.0,
340410,2,164.0,1205.3999999999999,1021.65,36.75,3859.0,0.848
456085,2,0.0,0.0,197.1,197.1,0.0,
432217,2,0.0,0.0,896.0,896.0,0.0,
240239,2,0.0,0.0,598.0,598.0,2.0,
177405,2,0.0,0.0,294.6,294.6,0.0,
386049,2,0.0,0.0,626.4,626.4,0.0,
166635,2,0.0,0.0,938.0,939.0,1.0,
242971,2,0.0,0.0,705.0,705.0,0.0,
145368,2,0.0,0.0,346.0,390.0,50.0,
362609,2,0.0,0.0,1000.0,201.0,0.0,
450095,2,0.0,0.0,225.0,226.25,1.0,
426511,2,0.0,0.0,41.0,41.0,0.0,
275323,2,0.0,0.0,540.0,540.0,0.0,
294222,2,1227.0,2454.0,1138.0,26.0,3020.0,0.464
441695,2,0.0,0.0,430.0,430.0,10.0,
369077,2,0.0,0.0,1254.4,1254.4,0.0,
140076,2,0.0,0.0,106.0,108.0,0.0,
359543,2,0.0,0.0,441.0,441.0,0.0,
281216,2,0.0,0.0,1645.4,1645.4,0.0,
114901,2,0.0,0.0,623.7,624.96,0.0,
262528,2,0.0,0.0,832.0,834.0,0.0,
271174,2,1204.0,1204.0,637.0,0.0,2906.0,0.529
437526,2,0.0,0.0,400.0,400.0,0.0,
461148,2,0.0,0.0,620.0,0.0,0.0,
370364,2,0.0,0.0,657.0,657.0,0.0,
435530,2,0.0,0.0,244.8,244.8,0.0,
342118,2,0.0,0.0,396.0,396.0,0.0,
441852,2,0.0,0.0,562.5,562.5,0.0,
122939,2,0.0,0.0,634.0,384.0,4.0,
456781,2,0.0,0.0,596.4,596.4,0.0,
435516,2,0.0,0.0,219.36,219.36,0.0,
133616,2,0.0,0.0,319.0,320.0,0.0,
160296,2,0.0,0.0,354.0,354.0,0.0,
407401,2,0.0,0.0,368.0,369.0,0.0,
164291,2,0.0,0.0,431.5,431.5,6.0,
435596,2,0.0,0.0,1832.0,1832.0,0.0,
408196,2,0.0,0.0,7894.8,7894.8,0.0,
385753,2,0.0,0.0,270.0,270.0,0.0,
512237,2,7.0,61.60000000000001,484.0,0.0,0.0,7.857
362252,2,0.0,0.0,291.2,291.2,0.0,
375045,2,0.0,0.0,2387.52,2387.52,0.0,
301711,2,0.0,0.0,727.0,739.0,12.0,
105682,2,0.0,0.0,1513.5,1513.5,0.0,
368921,2,0.0,0.0,2125.2,2125.2,0.0,
449225,2,0.0,0.0,605.0,605.0,0.0,
294221,2,0.0,0.0,786.0,788.0,0.0,
457235,2,0.0,0.0,1291.0,1291.0,0.0,
370196,2,0.0,0.0,575.0,575.0,0.0,
384132,2,0.0,0.0,0.0,0.0,0.0,
459519,2,0.0,0.0,1277.51,0.0,0.0,
100921,2,4600.0,6900.0,495.0,0.0,3161.0,0.072
277542,2,0.0,0.0,663.7,667.2,4.0,
350630,2,0.0,0.0,270.0,279.0,9.0,
118803,2,0.0,0.0,0.0,0.0,0.0,
390619,2,0.0,0.0,600.0,620.0,20.0,
372305,2,0.0,0.0,1535.2,1535.2,0.0,
522843,2,0.0,0.0,988.24,0.0,183.0,
370278,2,0.0,0.0,537.0,537.0,0.0,
318813,2,0.0,0.0,390.0,390.0,0.0,
242972,2,0.0,0.0,592.0,596.0,2.0,
198581,2,0.0,0.0,608.0,608.0,0.0,
165840,2,0.0,0.0,1255.5,1255.5,0.0,
106675,2,0.0,0.0,226.0,226.0,0.0,
372308,2,0.0,0.0,1081.6,1102.4,21.0,
435517,2,0.0,0.0,583.2,583.2,0.0,
397597,2,0.0,0.0,238.0,238.0,0.0,
126307,2,0.0,0.0,492.0,493.0,0.0,
382355,2,3306.0,1653.0,693.5,0.0,1929.0,0.42
452766,2,0.0,0.0,125.35,125.35,0.0,
460001,2,0.0,0.0,206.64,0.0,0.0,
363107,2,0.0,0.0,1006.5,1006.5,0.0,
364326,2,0.0,0.0,350.0,350.0,0.0,
331703,2,0.0,0.0,577.0,579.0,2.0,
361754,2,292.0,610.28,411.73,2.09,2531.0,0.675
434103,2,0.0,0.0,792.45,797.85,5.0,
116140,2,0.0,0.0,277.5,277.5,0.0,
430849,2,0.0,0.0,896.0,896.0,0.0,
278729,2,0.0,0.0,338.4,338.4,0.0,
460000,2,0.0,0.0,268.5,0.0,1.0,
104226,2,247.0,4075.7470000000003,1122.068,0.0,3730.0,0.275
701228,2,0.0,0.0,357.0,0.0,0.0,
261303,2,0.0,0.0,1010.49,1010.49,0.0,
437302,2,0.0,0.0,368.0,368.0,0.0,
383601,2,1567.0,1567.0,419.0,9.0,2451.0,0.267
456113,2,0.0,0.0,837.0,837.0,0.0,
100729,2,3540.0,885.0,112.5,15.0,2648.0,0.127
259445,2,0.0,0.0,580.0,388.0,0.0,
381512,2,0.0,0.0,426.0,426.0,0.0,
450007,2,0.0,0.0,1052.0,1058.0,8.0,
458382,2,0.0,0.0,1014.0,1014.0,0.0,
449987,2,0.0,0.0,658.0,658.0,0.0,
393479,2,0.0,0.0,700.0,700.0,0.0,
430504,2,0.0,0.0,254.8,254.8,0.0,
383684,2,0.0,0.0,856.8,856.8,10.0,
456764,2,0.0,0.0,721.5,721.5,0.0,
143517,2,569.0,1792.35,289.8,119.69999999999999,2243.0,0.162
397057,2,0.0,0.0,215.0,215.0,0.0,
123125,2,0.0,0.0,1314.0,1060.0,4.0,
100572,2,1408.0,1277.056,302.938,0.0,2569.0,0.237
126253,2,0.0,0.0,368.528,371.504,3.0,
362634,2,0.0,0.0,470.0,205.0,3.0,
437325,2,282.0,1804.8000000000002,339.2,0.0,2451.0,0.188
459475,2,0.0,0.0,401.46,0.0,0.0,
457576,2,0.0,0.0,486.336,486.336,0.0,
111913,2,2151.0,2151.0,865.0,44.0,2986.0,0.402
459522,2,0.0,0.0,1199.77,0.0,0.0,
382666,2,111.0,1110.0,610.0,0.0,2780.0,0.55
435528,2,0.0,0.0,180.0,180.0,0.0,
370512,2,0.0,0.0,1392.96,1393.92,0.0,
278159,2,142.0,426.0,624.0,0.0,2421.0,1.465
296169,2,6.0,52.800000000000004,598.4,35.2,1514.0,11.333
428406,2,0.0,0.0,380.0,120.0,2520.0,
450407,2,0.0,0.0,0.0,0.0,0.0,
461078,2,0.0,0.0,180.0,0.0,0.0,
450932,2,0.0,0.0,1102.0,1103.0,0.0,
369116,2,0.0,0.0,170.0,170.0,0.0,
161053,2,0.0,0.0,318.0,318.0,0.0,
112323,2,0.0,0.0,596.0,596.0,0.0,
241524,2,0.0,0.0,888.55,888.5500000000001,0.0,
455962,2,0.0,0.0,408.0,409.0,1.0,
386608,2,0.0,0.0,502.92,502.92,2.0,
364380,2,498.0,871.5,406.0,26.25,2590.0,0.466
137714,2,0.0,0.0,886.5,906.0,20.0,
353571,2,0.0,0.0,436.56,436.56,0.0,
347081,2,0.0,0.0,910.52,911.82,1.0,
363090,2,0.0,0.0,793.65,795.6,0.0,
392026,2,0.0,0.0,1107.0,1107.0,0.0,
242122,2,0.0,0.0,175.0,200.0,25.0,
453896,2,0.0,0.0,970.96,970.96,0.0,
204590,2,0.0,0.0,266.4,266.4,0.0,
701203,2,0.0,0.0,600.0,0.0,35.0,
381525,2,0.0,0.0,252.9,253.2,0.0,
291699,2,0.0,0.0,264.0,264.0,0.0,
438922,2,809.0,809.0,260.0,0.0,2610.0,0.321
385648,2,521.0,1479.6399999999999,417.48,11.36,1499.0,0.282
392031,2,0.0,0.0,801.0,806.0,0.0,
