상품코드,센터,재고량_최소단위,재고량_kg,월출고량_kg,이체유입_kg,이체유출_kg,회전율_kg(출고kg/재고kg)
133099,3,0.0,0.0,246.0,246.0,0.0,
361700,3,0.0,0.0,559.0,0.0,0.0,
114478,3,0.0,0.0,561.0,0.0,0.0,
434114,3,0.0,0.0,710.0,1420.0,0.0,
390254,3,172.0,1100.8,665.6,0.0,2681.4,0.605
253339,3,0.0,0.0,304.95,0.0,0.0,
297496,3,0.0,0.0,618.0,618.0,0.0,
448527,3,0.0,0.0,613.8,0.0,0.0,
123452,3,0.0,0.0,466.0,0.0,1.0,
457003,3,0.0,0.0,596.0,588.0,0.0,
362517,3,0.0,0.0,994.0,1022.0,28.0,
372101,3,0.0,0.0,42.0,84.0,0.0,
440874,3,0.0,0.0,1018.0,2040.0,7.0,
436318,3,0.0,0.0,159.84,163.0,3.0,
141164,3,0.0,0.0,690.0,696.0,6.0,
435580,3,0.0,0.0,693.96,694.0,0.0,
459980,3,0.0,0.0,642.0,0.0,2.0,
458702,3,0.0,0.0,7.0,0.0,0.0,
438400,3,0.0,0.0,679.0,0.0,0.0,
462710,3,0.0,0.0,1008.0,0.0,12.0,
375047,3,0.0,0.0,264.96,530.0,0.0,
381516,3,0.0,0.0,276.0,552.0,0.0,
203218,3,0.0,0.0,829.0,0.0,5.0,
175443,3,0.0,0.0,103.0,0.0,0.0,
352536,3,0.0,0.0,411.6,412.0,0.0,
229740,3,0.0,0.0,722.15,697.0,6.6,
455375,3,0.0,0.0,391.5,392.0,0.0,
463258,3,0.0,0.0,0.0,0.0,0.0,
359441,3,0.0,0.0,529.0,539.0,10.0,
428161,3,0.0,0.0,827.0,1654.0,0.0,
437318,3,0.0,0.0,975.0,1950.0,0.0,
435505,3,0.0,0.0,475.2,0.0,0.0,
173009,3,0.0,0.0,825.84,0.0,0.0,
287566,3,0.0,0.0,106.0,109.0,3.0,
701183,3,0.0,0.0,710.0,0.0,80.0,
435356,3,0.0,0.0,230.0,460.0,0.0,
438724,3,0.0,0.0,493.0,986.0,0.0,
137197,3,0.0,0.0,412.65,231.0,0.0,
430673,3,0.0,0.0,690.046,733.0,43.0,
435529,3,0.0,0.0,896.0,0.0,0.0,
396967,3,0.0,0.0,512.0,512.0,0.0,
326154,3,0.0,0.0,9162.5,4900.0,13.0,
368786,3,0.0,0.0,376.0,752.0,0.0,
137062,3,0.0,0.0,850.0,610.0,30.0,
274242,3,0.0,0.0,624.0,624.0,0.0,
421410,3,0.0,0.0,855.0,875.0,20.0,
356081,3,0.0,0.0,179.28,179.0,0.0,
146337,3,0.0,0.0,294.06,293.0,0.0,
455446,3,0.0,0.0,458.0,465.0,7.0,
454836,3,0.0,0.0,681.5,682.0,0.0,
434109,3,0.0,0.0,693.6,1402.0,7.0,
370312,3,0.0,0.0,878.794,879.0,3.0,
369036,3,0.0,0.0,729.0,1462.0,2.0,
325695,3,0.0,0.0,612.0,612.0,0.0,
436001,3,0.0,0.0,666.0,708.0,39.0,
403640,3,0.0,0.0,996.84,997.0,0.0,
456996,3,0.0,0.0,3557.76,5999.0,3.0,
439469,3,0.0,0.0,646.8,655.0,0.0,
431472,3,0.0,0.0,1650.0,1650.0,0.0,
388743,3,0.0,0.0,617.5,0.0,0.0,
458293,3,0.0,0.0,1014.0,1016.0,0.0,
386048,3,0.0,0.0,1051.2,2102.0,2.0,
173008,3,0.0,0.0,856.92,0.0,4.0,
194802,3,0.0,0.0,874.5,761.0,0.0,
432615,3,0.0,0.0,706.0,735.0,28.0,
361668,3,0.0,0.0,645.0,645.0,0.0,
359545,3,0.0,0.0,510.6,511.0,0.0,
436743,3,0.0,0.0,156.0,0.0,0.0,
106977,3,0.0,0.0,1035.0,1062.0,27.0,
362505,3,0.0,0.0,672.0,686.0,0.0,
453110,3,984.0,1180.8,614.4,0.0,1253.2,0.52
108217,3,0.0,0.0,698.136,747.0,27.558,
359458,3,0.0,0.0,634.8,635.0,0.0,
437520,3,0.0,0.0,839.0,0.0,2.0,
392479,3,0.0,0.0,1034.4,2140.0,0.0,
111912,3,0.0,0.0,560.0,602.0,42.0,
106912,3,0.0,0.0,1175.4,1175.0,0.0,
127692,3,0.0,0.0,696.85,1394.0,0.0,
271173,3,0.0,0.0,874.0,874.0,0.0,
431210,3,0.0,0.0,2286.18,2286.0,0.0,
285487,3,0.0,0.0,1480.0,1480.0,0.0,
138391,3,0.0,0.0,406.0,0.0,0.0,
172084,3,0.0,0.0,242.71,243.0,0.0,
245990,3,0.0,0.0,982.6,983.0,0.0,
246859,3,0.0,0.0,307.0,313.0,6.0,
368817,3,0.0,0.0,640.0,1280.0,0.0,
228429,3,0.0,0.0,820.0,840.0,0.0,
384635,3,0.0,0.0,582.0,585.0,3.0,
134356,3,0.0,0.0,510.0,510.0,0.0,
460147,3,0.0,0.0,541.2,0.0,0.0,
403705,3,0.0,0.0,923.4,923.0,0.0,
356982,3,0.0,0.0,691.0,740.0,44.0,
427476,3,0.0,0.0,568.0,568.0,0.0,
325425,3,0.0,0.0,428.0,431.0,3.0,
338160,3,0.0,0.0,228.2,228.0,0.0,
459238,3,0.0,0.0,177.93,0.0,0.0,
165272,3,0.0,0.0,764.0,0.0,0.0,
438197,3,0.0,0.0,792.0,792.0,0.0,
395130,3,0.0,0.0,813.0,1626.0,0.0,
427631,3,0.0,0.0,1196.0,1202.0,6.0,
387983,3,0.0,0.0,0.0,0.0,0.0,
390077,3,0.0,0.0,1020.6,1027.0,0.0,
124145,3,0.0,0.0,702.0,0.0,0.0,
441158,3,0.0,0.0,534.0,0.0,0.0,
340410,3,0.0,0.0,257.25,257.0,0.0,
456085,3,836.0,451.44000000000005,78.84,0.0,2243.1,0.175
432217,3,0.0,0.0,254.0,508.0,2.0,
240239,3,0.0,0.0,1124.0,2248.0,0.0,
177405,3,0.0,0.0,467.1,467.0,0.0,
386049,3,0.0,0.0,880.2,1764.0,0.0,
166635,3,0.0,0.0,836.0,836.0,0.0,
242971,3,0.0,0.0,657.0,1422.0,0.0,
145368,3,0.0,0.0,654.0,666.0,12.0,
362609,3,0.0,0.0,345.0,13.0,14.0,
450095,3,0.0,0.0,1136.25,2280.0,1.0,
426511,3,0.0,0.0,299.0,0.0,0.0,
275323,3,0.0,0.0,268.0,536.0,0.0,
294222,3,0.0,0.0,310.0,314.0,4.0,
441695,3,0.0,0.0,260.0,520.0,0.0,
369077,3,0.0,0.0,481.6,972.0,2.0,
140076,3,0.0,0.0,208.0,208.0,0.0,
359543,3,0.0,0.0,451.5,452.0,0.0,
281216,3,0.0,0.0,1083.0,0.0,0.0,
114901,3,0.0,0.0,364.14,728.0,0.0,
262528,3,0.0,0.0,374.0,748.0,0.0,
271174,3,0.0,0.0,561.0,563.0,0.0,
437526,3,0.0,0.0,750.0,1500.0,2.0,
461148,3,0.0,0.0,427.0,0.0,0.0,
370364,3,2047.0,2047.0,824.0,0.0,2898.0,0.403
435530,3,0.0,0.0,496.8,0.0,0.0,
342118,3,0.0,0.0,108.0,108.0,0.0,
441852,3,0.0,0.0,487.5,0.0,0.0,
122939,3,0.0,0.0,620.0,0.0,42.0,
456781,3,0.0,0.0,422.4,844.0,0.0,
435516,3,0.0,0.0,299.792,300.0,0.0,
133616,3,0.0,0.0,97.0,97.0,0.0,
160296,3,0.0,0.0,328.0,330.0,2.0,
407401,3,0.0,0.0,628.0,0.0,0.0,
164291,3,0.0,0.0,877.5,0.0,0.0,
435596,3,0.0,0.0,616.0,0.0,0.0,
408196,3,0.0,0.0,3378.51,0.0,0.0,
385753,3,0.0,0.0,549.0,1098.0,0.0,
512237,3,0.0,0.0,466.4,0.0,0.0,
362252,3,0.0,0.0,2329.6,0.0,22.0,
375045,3,0.0,0.0,120.96,242.0,0.0,
301711,3,0.0,0.0,548.0,576.0,28.0,
105682,3,0.0,0.0,281.5,282.0,0.0,
368921,3,0.0,0.0,957.6,1916.0,0.0,
449225,3,0.0,0.0,710.0,0.0,0.0,
294221,3,0.0,0.0,438.0,0.0,0.0,
457235,3,0.0,0.0,15.0,0.0,0.0,
370196,3,0.0,0.0,673.0,1348.0,0.0,
384132,3,0.0,0.0,1360.0,1360.0,0.0,
459519,3,0.0,0.0,252.46,0.0,0.0,
100921,3,0.0,0.0,727.5,729.0,0.0,
277542,3,0.0,0.0,1429.1,1430.0,93.0,
350630,3,0.0,0.0,171.0,171.0,0.0,
118803,3,0.0,0.0,40.0,40.0,0.0,
390619,3,0.0,0.0,380.0,380.0,0.0,
372305,3,0.0,0.0,286.52,343.0,0.0,
522843,3,0.0,0.0,478.72,0.0,0.0,
370278,3,747.0,747.0,677.0,0.0,2608.0,0.906
318813,3,0.0,0.0,125.0,125.0,0.0,
242972,3,0.0,0.0,680.0,1360.0,0.0,
198581,3,0.0,0.0,250.0,0.0,0.0,
165840,3,0.0,0.0,382.5,383.0,0.0,
106675,3,0.0,0.0,290.0,291.0,0.0,
372308,3,0.0,0.0,364.0,364.0,0.0,
435517,3,0.0,0.0,734.4,0.0,0.0,
397597,3,0.0,0.0,646.0,1296.0,2.0,
126307,3,0.0,0.0,466.0,466.0,0.0,
382355,3,0.0,0.0,586.5,587.0,0.0,
452766,3,0.0,0.0,70.15,70.0,0.0,
460001,3,0.0,0.0,124.56,0.0,0.0,
363107,3,0.0,0.0,670.5,1348.0,2.0,
364326,3,0.0,0.0,364.0,364.0,0.0,
331703,3,0.0,0.0,384.0,384.0,0.0,
361754,3,0.0,0.0,806.74,806.0,0.0,
434103,3,0.0,0.0,572.4,575.0,3.0,
116140,3,19765.0,5929.5,13.2,0.0,1537.5,0.002
430849,3,0.0,0.0,540.0,0.0,0.0,
278729,3,0.0,0.0,133.2,0.0,0.0,
460000,3,0.0,0.0,111.5,0.0,0.0,
104226,3,0.0,0.0,1270.577,1271.0,0.0,
701228,3,0.0,0.0,375.0,0.0,36.0,
261303,3,0.0,0.0,84.76,85.0,0.0,
437302,3,0.0,0.0,616.0,1232.0,0.0,
383601,3,0.0,0.0,406.0,418.0,1.0,
456113,3,0.0,0.0,729.9,730.0,0.0,
100729,3,0.0,0.0,517.5,518.0,0.0,
259445,3,0.0,0.0,476.0,42.0,30.0,
381512,3,0.0,0.0,531.0,1062.0,0.0,
450007,3,0.0,0.0,1178.0,1186.0,2.0,
458382,3,0.0,0.0,512.0,1024.0,0.0,
449987,3,0.0,0.0,511.0,1022.0,0.0,
393479,3,0.0,0.0,470.0,470.0,0.0,
430504,3,2454.0,2404.92,591.92,0.0,1866.8,0.246
383684,3,0.0,0.0,756.0,756.0,0.0,
456764,3,0.0,0.0,145.6,292.0,0.0,
143517,3,0.0,0.0,551.25,605.0,44.1,
397057,3,0.0,0.0,530.0,0.0,0.0,
123125,3,0.0,0.0,578.0,334.0,24.0,
100572,3,0.0,0.0,496.129,496.0,0.0,
126253,3,0.0,0.0,308.016,308.0,0.0,
362634,3,0.0,0.0,158.0,16.0,9.0,
437325,3,0.0,0.0,678.4,678.0,0.0,
459475,3,0.0,0.0,564.7,0.0,0.0,
457576,3,0.0,0.0,600.576,601.0,0.0,
111913,3,0.0,0.0,828.0,837.0,8.0,
459522,3,0.0,0.0,461.37,0.0,0.0,
382666,3,0.0,0.0,510.0,510.0,0.0,
435528,3,0.0,0.0,384.0,384.0,0.0,
370512,3,0.0,0.0,96.96,0.0,0.0,
278159,3,0.0,0.0,534.0,534.0,0.0,
296169,3,0.0,0.0,448.8,449.0,0.0,
428406,3,0.0,0.0,1080.0,1180.0,100.0,
450407,3,0.0,0.0,2020.0,4100.0,30.0,
461078,3,0.0,0.0,0.0,0.0,0.0,
450932,3,0.0,0.0,427.0,854.0,0.0,
369116,3,0.0,0.0,544.0,1088.0,0.0,
161053,3,0.0,0.0,513.0,513.0,0.0,
112323,3,0.0,0.0,282.0,282.0,0.0,
241524,3,0.0,0.0,65.65,66.0,0.0,
455962,3,0.0,0.0,540.0,540.0,0.0,
386608,3,0.0,0.0,495.0,990.0,0.0,
364380,3,0.0,0.0,584.5,604.0,19.25,
137714,3,0.0,0.0,1246.5,1259.0,12.0,
353571,3,0.0,0.0,231.54,0.0,0.0,
347081,3,0.0,0.0,456.56,462.0,5.0,
363090,3,0.0,0.0,532.35,1064.0,0.0,
392026,3,0.0,0.0,107.0,197.0,90.0,
242122,3,0.0,0.0,225.0,75.0,725.0,
453896,3,0.0,0.0,1392.32,1392.0,0.0,
204590,3,0.0,0.0,371.4,742.0,0.0,
701203,3,0.0,0.0,1330.0,0.0,90.0,
381525,3,0.0,0.0,402.3,810.0,0.0,
291699,3,0.0,0.0,350.0,700.0,0.0,
438922,3,0.0,0.0,1087.0,1087.0,0.0,
385648,3,0.0,0.0,488.48,494.0,0.0,
392031,3,0.0,0.0,769.0,1538.0,0.0,
455668,3,0.0,0.0,351.0,468.0,117.0,
362665,3,0.0,0.0,884.0,884.0,0.0,
391347,3,0.0,0.0,408.0,836.0,0.0,
100070,3,0.0,0.0,400.0,580.0,200.0,
285728,3,0.0,0.0,1020.0,1020.0,0.0,
230553,3,0.0,0.0,380.0,380.0,0.0,
701181,3,0.0,0.0,945.0,0.0,5.0,
430956,3,0.0,0.0,429.3,417.0,0.0,
229741,3,0.0,0.0,570.9,584.0,23.1,
124282,3,0.0,0.0,407.907,0.0,0.0,
368931,3,0.0,0.0,401.0,401.0,0.0,
142980,3,0.0,0.0,1310.275,1315.0,0.0,
246934,3,0.0,0.0,536.0,536.0,0.0,
287664,3,0.0,0.0,33.3,33.0,0.0,
126735,3,0.0,0.0,497.5,508.0,5.0,
432134,3,0.0,0.0,840.0,1760.0,40.0,
295753,3,0.0,0.0,281.5,282.0,0.0,
389932,3,0.0,0.0,504.0,0.0,0.0,
434678,3,0.0,0.0,520.0,528.0,8.0,
426122,3,0.0,0.0,673.0,678.0,4.0,
128459,3,0.0,0.0,620.0,0.0,0.0,
398529,3,0.0,0.0,476.0,952.0,0.0,
441159,3,0.0,0.0,380.0,0.0,0.0,
455048,3,0.0,0.0,975.0,0.0,0.0,
369410,3,0.0,0.0,441.0,882.0,0.0,
343797,3,0.0,0.0,261.0,0.0,0.0,
390280,3,0.0,0.0,415.8,419.0,4.0,
435513,3,0.0,0.0,240.0,0.0,0.0,
459918,3,0.0,0.0,1640.0,0.0,0.0,
434663,3,0.0,0.0,520.0,520.0,4.0,
330247,3,0.0,0.0,3860.0,3860.0,0.0,
370135,3,727.0,654.3000000000001,504.9,1.0,2161.8,0.772
455710,3,0.0,0.0,624.0,1248.0,0.0,
435880,3,0.0,0.0,445.6,898.0,0.0,
701218,3,0.0,0.0,119.2,0.0,35.0,
434814,3,0.0,0.0,532.8,538.0,5.0,
455072,3,0.0,0.0,0.0,0.0,0.0,
371089,3,0.0,0.0,491.0,982.0,0.0,
432383,3,0.0,0.0,315.0,315.0,0.0,
117971,3,0.0,0.0,432.0,432.0,0.0,
386175,3,0.0,0.0,291.0,297.0,0.0,
140093,3,0.0,0.0,461.0,463.0,2.0,
448276,3,0.0,0.0,532.0,532.0,0.0,
441619,3,0.0,0.0,481.0,0.0,0.0,
381045,3,0.0,0.0,880.0,0.0,0.0,
457800,3,0.0,0.0,112.0,112.0,0.0,
370051,3,0.0,0.0,25.83,26.0,0.0,
234560,3,0.0,0.0,564.41,564.0,0.0,
246225,3,0.0,0.0,32.0,64.0,0.0,
173174,3,0.0,0.0,455.0,910.0,0.0,
501186,3,0.0,0.0,190.96,0.0,0.0,
106678,3,0.0,0.0,276.0,278.0,2.0,
460990,3,0.0,0.0,54.0,0.0,0.0,
268596,3,0.0,0.0,478.59,0.0,0.0,
430398,3,0.0,0.0,595.7,1192.0,0.0,
303028,3,0.0,0.0,2058.89,0.0,0.0,
281228,3,0.0,0.0,120.0,240.0,0.0,
458598,3,0.0,0.0,532.0,532.0,0.0,
440015,3,0.0,0.0,979.2,980.0,0.0,
331480,3,3042.0,1779.57,411.84,1.0,2490.295,0.231
281769,3,0.0,0.0,407.0,0.0,0.0,
701340,3,0.0,0.0,214.0,0.0,18.0,
433760,3,0.0,0.0,420.0,421.0,0.0,
138390,3,0.0,0.0,184.5,187.0,2.25,
111919,3,0.0,0.0,577.0,601.0,24.0,
374165,3,0.0,0.0,268.0,293.0,0.0,
342120,3,0.0,0.0,279.0,285.0,0.0,
398664,3,0.0,0.0,0.0,0.0,0.0,
449224,3,0.0,0.0,436.0,0.0,0.0,
109379,3,0.0,0.0,637.14,638.0,0.0,
455165,3,0.0,0.0,0.0,0.0,0.0,
463792,3,0.0,0.0,570.0,0.0,0.0,
372172,3,0.0,0.0,689.4,689.0,0.0,
439076,3,0.0,0.0,894.0,1788.0,0.0,
433956,3,0.0,0.0,110.0,220.0,0.0,
135511,3,0.0,0.0,315.0,315.0,0.0,
456068,3,0.0,0.0,302.94,303.0,0.0,
338770,3,0.0,0.0,0.0,0.0,0.0,
450275,3,0.0,0.0,321.75,322.0,0.0,
173246,3,0.0,0.0,258.3,0.0,0.0,
348355,3,0.0,0.0,252.0,252.0,0.0,
169083,3,0.0,0.0,520.0,1040.0,2.0,
124182,3,0.0,0.0,587.34,587.0,0.0,
246398,3,0.0,0.0,252.0,244.0,0.0,
434547,3,0.0,0.0,2744.43,5494.0,0.0,
272757,3,0.0,0.0,132.0,134.0,2.0,
106520,3,0.0,0.0,375.0,380.0,5.0,
438196,3,0.0,0.0,600.0,600.0,0.0,
398552,3,0.0,0.0,156.0,0.0,0.0,
368813,3,0.0,0.0,318.4,636.0,0.0,
277541,3,0.0,0.0,1147.7,1141.0,8.0,
438989,3,741.0,741.0,810.0,6.0,1439.0,1.093
359981,3,0.0,0.0,375.72,376.0,0.0,
100077,3,0.0,0.0,240.0,160.0,0.0,
379592,3,0.0,0.0,520.0,0.0,0.0,
427822,3,0.0,0.0,0.0,0.0,0.0,
701280,3,0.0,0.0,222.0,0.0,1.0,
438924,3,0.0,0.0,850.0,850.0,0.0,
369800,3,0.0,0.0,384.0,384.0,0.0,
322650,3,0.0,0.0,72.24,0.0,0.0,
440945,3,0.0,0.0,711.9,0.0,0.0,
139121,3,0.0,0.0,463.0,465.0,2.0,
437277,3,0.0,0.0,492.0,492.0,0.0,
447865,3,0.0,0.0,324.0,654.0,3.0,
404503,3,0.0,0.0,630.48,630.0,0.0,
248028,3,0.0,0.0,746.0,746.0,0.0,
324920,3,0.0,0.0,184.0,187.0,2.0,
701185,3,0.0,0.0,625.0,0.0,40.0,
441755,3,0.0,0.0,435.0,435.0,0.0,
429312,3,0.0,0.0,388.0,776.0,0.0,
394889,3,0.0,0.0,594.88,0.0,0.0,
426663,3,0.0,0.0,244.0,488.0,0.0,
461984,3,0.0,0.0,50.0,0.0,0.0,
164446,3,0.0,0.0,323.8,342.0,23.0,
456845,3,0.0,0.0,448.8,450.0,0.0,
363010,3,0.0,0.0,316.0,632.0,0.0,
449770,3,0.0,0.0,660.0,660.0,0.0,
288678,3,0.0,0.0,628.0,630.0,2.0,
107242,3,0.0,0.0,308.0,312.0,4.0,
342119,3,0.0,0.0,53.55,54.0,0.0,
454545,3,0.0,0.0,0.0,0.0,0.0,
108215,3,0.0,0.0,254.395,264.0,6.13,
294620,3,0.0,0.0,218.0,496.0,0.0,
437282,3,0.0,0.0,494.0,494.0,0.0,
425842,3,0.0,0.0,149.44,78.0,6.0,
450546,3,0.0,0.0,103.0,103.0,0.0,
123057,3,0.0,0.0,392.0,206.0,12.0,
701346,3,0.0,0.0,550.0,0.0,5.0,
107997,3,0.0,0.0,632.4,635.0,2.0,
335389,3,0.0,0.0,292.8,293.0,0.0,
335676,3,0.0,0.0,738.8,739.0,0.0,
165267,3,0.0,0.0,343.17,343.0,0.0,
452932,3,0.0,0.0,228.0,0.0,0.0,
103655,3,0.0,0.0,633.0,633.0,0.0,
349776,3,0.0,0.0,208.0,416.0,0.0,
257525,3,0.0,0.0,522.0,684.0,162.0,
111949,3,0.0,0.0,693.0,702.0,10.0,
130817,3,0.0,0.0,156.0,312.0,0.0,
127235,3,0.0,0.0,289.2,292.0,1.0,
438914,3,0.0,0.0,762.0,1524.0,0.0,
327081,3,0.0,0.0,106.4,106.0,0.0,
328696,3,0.0,0.0,480.0,0.0,2.0,
361885,3,0.0,0.0,429.0,429.0,0.0,
459520,3,0.0,0.0,375.57,0.0,4.0,
381478,3,0.0,0.0,608.0,0.0,0.0,
369134,3,0.0,0.0,454.0,908.0,0.0,
301241,3,0.0,0.0,0.0,0.0,0.0,
368815,3,0.0,0.0,372.5,746.0,0.0,
701338,3,0.0,0.0,366.0,0.0,1.0,
106819,3,0.0,0.0,361.8,364.0,3.6,
101349,3,0.0,0.0,611.1,611.0,0.0,
380098,3,0.0,0.0,346.0,0.0,0.0,
438915,3,0.0,0.0,660.0,1320.0,0.0,
513729,3,0.0,0.0,532.0,0.0,0.0,
107835,3,0.0,0.0,636.0,638.0,1.0,
439675,3,0.0,0.0,504.9,506.0,0.0,
293739,3,0.0,0.0,438.564,878.0,0.0,
128498,3,0.0,0.0,519.0,0.0,0.0,
329253,3,0.0,0.0,642.0,654.0,11.0,
435593,3,0.0,0.0,537.6,0.0,0.0,
431715,3,0.0,0.0,96.0,97.0,1.0,
438040,3,0.0,0.0,400.0,400.0,0.0,
701492,3,0.0,0.0,40.0,0.0,0.0,
442305,3,0.0,0.0,491.32,503.0,6.0,
438786,3,0.0,0.0,296.0,0.0,0.0,
393835,3,0.0,0.0,439.0,0.0,0.0,
145240,3,0.0,0.0,478.5,512.0,17.0,
432416,3,0.0,0.0,870.0,870.0,0.0,
249971,3,0.0,0.0,19.8,0.0,0.0,
391043,3,0.0,0.0,0.0,0.0,0.0,
378004,3,0.0,0.0,494.0,992.0,2.0,
450213,3,0.0,0.0,630.0,1260.0,0.0,
426841,3,0.0,0.0,342.5,0.0,0.0,
404516,3,0.0,0.0,210.0,430.0,5.0,
396847,3,0.0,0.0,445.4,0.0,0.0,
455139,3,0.0,0.0,337.0,337.0,0.0,
461689,3,0.0,0.0,471.92,0.0,0.0,
448399,3,0.0,0.0,30.0,0.0,0.0,
291697,3,0.0,0.0,436.0,872.0,0.0,
345492,3,0.0,0.0,405.12,410.0,3.0,
276029,3,0.0,0.0,231.0,231.0,0.0,
374925,3,0.0,0.0,681.0,1362.0,0.0,
449392,3,0.0,0.0,690.0,690.0,0.0,
128357,3,0.0,0.0,117.0,117.0,0.0,
414143,3,0.0,0.0,323.85,354.0,0.0,
364314,3,0.0,0.0,455.0,462.0,7.0,
363127,3,0.0,0.0,452.0,904.0,0.0,
701207,3,0.0,0.0,1065.0,0.0,90.0,
288777,3,0.0,0.0,0.0,0.0,0.0,
117834,3,0.0,0.0,313.5,316.0,3.0,
135090,3,0.0,0.0,290.0,310.0,19.0,
429396,3,0.0,0.0,42.0,42.0,0.0,
377636,3,0.0,0.0,829.6,830.0,0.0,
196904,3,0.0,0.0,577.0,580.0,0.0,
324643,3,0.0,0.0,163.0,0.0,0.0,
461989,3,0.0,0.0,70.0,0.0,0.0,
140094,3,0.0,0.0,390.0,392.0,0.0,
440360,3,0.0,0.0,382.0,382.0,0.0,
442298,3,0.0,0.0,315.12,315.0,0.0,
441851,3,0.0,0.0,345.0,0.0,0.0,
137029,3,0.0,0.0,248.6,498.0,0.0,
459913,3,0.0,0.0,396.0,0.0,0.0,
404509,3,0.0,0.0,210.0,420.0,0.0,
436820,3,0.0,0.0,540.0,540.0,0.0,
116709,3,0.0,0.0,364.562,365.0,0.0,
449884,3,0.0,0.0,372.69,746.0,0.0,
387101,3,0.0,0.0,389.0,0.0,0.0,
374323,3,0.0,0.0,463.5,469.0,5.0,
430850,3,0.0,0.0,376.0,376.0,0.0,
384106,3,0.0,0.0,231.0,0.0,0.0,
347680,3,0.0,0.0,205.0,213.0,2.5,
453481,3,0.0,0.0,114.81,115.0,0.0,
432796,3,0.0,0.0,410.0,820.0,0.0,
433871,3,0.0,0.0,182.16,182.0,0.0,
339541,3,0.0,0.0,469.92,470.0,0.0,
172237,3,0.0,0.0,526.0,484.0,4.0,
436020,3,0.0,0.0,581.7,582.0,0.0,
440924,3,0.0,0.0,118.8,119.0,0.0,
356665,3,0.0,0.0,300.0,0.0,0.0,
370499,3,0.0,0.0,336.0,336.0,0.0,
129654,3,0.0,0.0,151.2,0.0,0.0,
453473,3,0.0,0.0,149.253,157.0,8.0,
354750,3,0.0,0.0,560.0,560.0,0.0,
432135,3,0.0,0.0,1360.0,2720.0,0.0,
428345,3,0.0,0.0,662.4,0.0,0.0,
448131,3,0.0,0.0,452.0,452.0,0.0,
105474,3,0.0,0.0,450.0,454.0,0.0,
459527,3,0.0,0.0,0.0,0.0,0.0,
377827,3,0.0,0.0,378.0,378.0,0.0,
108208,3,0.0,0.0,180.658,183.0,0.0,
455166,3,0.0,0.0,0.0,0.0,0.0,
438919,3,0.0,0.0,624.0,1248.0,0.0,
389923,3,0.0,0.0,320.32,320.0,0.0,
323476,3,0.0,0.0,303.93,304.0,0.0,
701195,3,0.0,0.0,25.0,0.0,0.0,
701209,3,0.0,0.0,155.0,0.0,0.0,
450924,3,0.0,0.0,230.0,230.0,0.0,
372050,3,0.0,0.0,0.0,0.0,0.0,
388681,3,0.0,0.0,240.0,243.0,3.0,
298904,3,0.0,0.0,135.9,136.0,0.0,
701296,3,0.0,0.0,119.0,0.0,2.0,
112748,3,0.0,0.0,169.0,177.0,8.0,
133938,3,0.0,0.0,397.936,399.0,0.0,
401501,3,0.0,0.0,380.0,422.0,39.0,
112165,3,0.0,0.0,259.08,0.0,0.0,
463112,3,0.0,0.0,306.45,0.0,0.0,
107814,3,0.0,0.0,297.0,301.0,4.0,
359732,3,0.0,0.0,40.0,40.0,0.0,
448056,3,0.0,0.0,0.0,0.0,0.0,
431164,3,0.0,0.0,1209.54,1210.0,0.0,
456402,3,0.0,0.0,168.0,168.0,0.0,
437674,3,0.0,0.0,241.0,251.0,10.0,
246226,3,0.0,0.0,28.0,56.0,0.0,
173967,3,0.0,0.0,84.0,168.0,0.0,
281622,3,0.0,0.0,165.6,0.0,0.0,
435321,3,0.0,0.0,0.0,0.0,0.0,
393750,3,0.0,0.0,352.0,352.0,0.0,
372006,3,0.0,0.0,333.9,668.0,0.0,
109735,3,0.0,0.0,226.0,226.0,0.0,
370339,3,1774.0,887.0,450.0,0.0,1606.5,0.507
458176,3,0.0,0.0,343.0,0.0,0.0,
437611,3,0.0,0.0,464.0,464.0,0.0,
390344,3,0.0,0.0,298.5,209.0,5.0,
295774,3,0.0,0.0,2.0,2.0,0.0,
701199,3,0.0,0.0,520.0,0.0,20.0,
130387,3,0.0,0.0,294.0,0.0,0.0,
428596,3,0.0,0.0,106.8,0.0,0.0,
361667,3,0.0,0.0,546.0,546.0,0.0,
324921,3,0.0,0.0,616.0,650.0,34.0,
106239,3,0.0,0.0,255.0,225.0,0.0,
361681,3,0.0,0.0,105.0,105.0,0.0,
509708,3,0.0,0.0,205.0,0.0,0.0,
448274,3,0.0,0.0,396.0,396.0,0.0,
432430,3,0.0,0.0,1347.65,1348.0,0.0,
246223,3,0.0,0.0,24.0,48.0,0.0,
453678,3,0.0,0.0,74.0,78.0,4.0,
421164,3,0.0,0.0,560.0,576.0,16.0,
297923,3,0.0,0.0,485.0,460.0,0.0,
399636,3,0.0,0.0,960.0,960.0,0.0,
389575,3,0.0,0.0,331.2,331.0,0.0,
159004,3,0.0,0.0,123.2,123.0,0.0,
431476,3,0.0,0.0,362.0,724.0,0.0,
372419,3,0.0,0.0,305.0,610.0,0.0,
442206,3,0.0,0.0,430.0,430.0,20.0,
453377,3,0.0,0.0,105.288,105.0,0.0,
372309,3,0.0,0.0,401.0,802.0,0.0,
437608,3,0.0,0.0,441.0,441.0,0.0,
421165,3,0.0,0.0,252.0,252.0,0.0,
386091,3,0.0,0.0,0.0,0.0,0.0,
