sku_id,center_id,storage_type,AS_IS_stock_kg,TO_BE_stock_kg_heuristic,변화_kg
373419,1,실온,1780.0,1780.0,0.0
373419,2,실온,0.0,0.0,0.0
373419,4,실온,0.0,0.0,0.0
373419,5,실온,0.0,0.0,0.0
137063,1,실온,2540.0,2540.0,0.0
137063,2,실온,0.0,0.0,0.0
137063,4,실온,0.0,0.0,0.0
137063,5,실온,0.0,0.0,0.0
371326,1,실온,2079.0,2079.0,0.0
371326,2,실온,0.0,0.0,0.0
371326,4,실온,1872.0,1872.0,0.0
371326,5,실온,0.0,0.0,0.0
294616,1,냉동,664.0,664.0,0.0
294616,2,냉동,0.0,0.0,0.0
294616,3,냉동,926.0,926.0,0.0
294616,4,냉동,984.0,984.0,0.0
294616,5,냉동,0.0,0.0,0.0
373780,1,냉동,0.0,0.0,0.0
373780,2,냉동,0.0,0.0,0.0
373780,3,냉동,0.0,0.0,0.0
373780,4,냉동,1400.0,1400.0,0.0
373780,5,냉동,0.0,0.0,0.0
398546,1,냉동,0.0,0.0,0.0
398546,2,냉동,0.0,0.0,0.0
398546,3,냉동,0.0,0.0,0.0
398546,4,냉동,0.0,0.0,0.0
398546,5,냉동,4860.0,4860.0,0.0
437300,1,냉장,0.0,0.0,0.0
437300,2,냉장,0.0,0.0,0.0
437300,4,냉장,3320.0,3320.0,0.0
437300,5,냉장,0.0,0.0,0.0
351084,1,실온,3991.6,3991.6,0.0
351084,2,실온,0.0,0.0,0.0
351084,4,실온,0.0,0.0,0.0
351084,5,실온,0.0,0.0,0.0
381515,1,냉동,0.0,0.0,0.0
381515,2,냉동,0.0,0.0,0.0
381515,3,냉동,0.0,0.0,0.0
381515,4,냉동,196.2,196.2,0.0
381515,5,냉동,0.0,0.0,0.0
100108,1,실온,2020.0,2020.0,0.0
100108,2,실온,1660.0,1660.0,0.0
100108,4,실온,0.0,0.0,0.0
100108,5,실온,1000.0,1000.0,0.0
440145,1,냉장,0.0,0.0,0.0
440145,2,냉장,0.0,0.0,0.0
440145,4,냉장,1150.0,1150.0,0.0
440145,5,냉장,0.0,0.0,0.0
376212,1,냉동,0.0,0.0,0.0
376212,2,냉동,0.0,0.0,0.0
376212,3,냉동,2802.45,2802.45,0.0
376212,4,냉동,2625.0,2625.0,0.0
376212,5,냉동,0.0,0.0,0.0
394379,1,냉장,0.0,7725.0,7725.0
394379,2,냉장,0.0,0.0,0.0
394379,4,냉장,0.0,0.0,0.0
394379,5,냉장,7850.0,125.0,-7725.0
138392,1,실온,748.0,748.0,0.0
138392,2,실온,578.0,578.0,0.0
138392,4,실온,0.0,0.0,0.0
138392,5,실온,595.0,595.0,0.0
426647,1,냉장,280.0,280.0,0.0
426647,2,냉장,0.0,0.0,0.0
426647,4,냉장,1272.0,1272.0,0.0
426647,5,냉장,0.0,0.0,0.0
387340,1,실온,3450.0,3450.0,0.0
387340,2,실온,0.0,0.0,0.0
387340,4,실온,0.0,0.0,0.0
387340,5,실온,0.0,0.0,0.0
138260,1,실온,1635.0,1635.0,0.0
138260,2,실온,2825.0,2825.0,0.0
138260,4,실온,0.0,0.0,0.0
138260,5,실온,1155.0,1155.0,0.0
138070,1,냉장,555.0,555.0,0.0
138070,2,냉장,0.0,0.0,0.0
138070,4,냉장,1435.0,1435.0,0.0
138070,5,냉장,0.0,0.0,0.0
458653,1,냉동,0.0,0.0,0.0
458653,2,냉동,0.0,0.0,0.0
458653,3,냉동,5692.0,330.33,-5361.67
458653,4,냉동,0.0,0.0,0.0
458653,5,냉동,0.0,5361.67,5361.67
124171,1,냉동,3240.24,3240.24,0.0
124171,2,냉동,0.0,0.0,0.0
124171,3,냉동,0.0,0.0,0.0
124171,4,냉동,0.0,0.0,0.0
124171,5,냉동,0.0,0.0,0.0
459236,1,실온,2555.46,2555.46,0.0
459236,2,실온,775.62,775.62,0.0
459236,4,실온,0.0,0.0,0.0
459236,5,실온,370.17,370.17,0.0
455116,1,냉동,5121.0,5121.0,0.0
455116,2,냉동,0.0,0.0,0.0
455116,3,냉동,0.0,0.0,0.0
455116,4,냉동,0.0,0.0,0.0
455116,5,냉동,0.0,0.0,0.0
280433,1,실온,0.0,0.0,0.0
280433,2,실온,1544.38,1544.38,0.0
280433,4,실온,0.0,0.0,0.0
280433,5,실온,1016.25,1016.25,0.0
439805,1,실온,2836.5,2836.5,0.0
439805,2,실온,0.0,0.0,0.0
439805,4,실온,0.0,0.0,0.0
439805,5,실온,0.0,0.0,0.0
105599,1,냉장,1973.25,1973.25,0.0
105599,2,냉장,0.0,0.0,0.0
105599,4,냉장,0.0,0.0,0.0
105599,5,냉장,0.0,0.0,0.0
512178,1,실온,52.8,52.8,0.0
512178,2,실온,695.2,695.2,0.0
512178,4,실온,0.0,0.0,0.0
512178,5,실온,528.0,528.0,0.0
103556,1,실온,55.2,55.2,0.0
103556,2,실온,93.84,93.84,0.0
103556,4,실온,115.92,115.92,0.0
103556,5,실온,0.0,0.0,0.0
388679,1,냉동,2544.0,2544.0,0.0
388679,2,냉동,0.0,0.0,0.0
388679,3,냉동,0.0,0.0,0.0
388679,4,냉동,0.0,0.0,0.0
388679,5,냉동,0.0,0.0,0.0
372645,1,냉장,1376.0,1376.0,0.0
372645,2,냉장,0.0,0.0,0.0
372645,4,냉장,1838.4,1838.4,0.0
372645,5,냉장,0.0,0.0,0.0
362836,1,냉장,1731.0,1731.0,0.0
362836,2,냉장,0.0,0.0,0.0
362836,4,냉장,0.0,0.0,0.0
362836,5,냉장,0.0,0.0,0.0
701348,1,냉동,150.0,150.0,0.0
701348,2,냉동,0.0,0.0,0.0
701348,3,냉동,0.0,0.0,0.0
701348,4,냉동,0.0,0.0,0.0
701348,5,냉동,0.0,0.0,0.0
398555,1,냉장,0.0,0.0,0.0
398555,2,냉장,0.0,0.0,0.0
398555,4,냉장,0.0,0.0,0.0
398555,5,냉장,2297.5,2297.5,0.0
454042,1,실온,3162.0,3162.0,0.0
454042,2,실온,1029.0,1029.0,0.0
454042,4,실온,0.0,0.0,0.0
454042,5,실온,2283.0,2283.0,0.0
398284,1,냉동,0.0,2493.9,2493.9
398284,2,냉동,0.0,0.0,0.0
398284,3,냉동,0.0,0.0,0.0
398284,4,냉동,0.0,0.0,0.0
398284,5,냉동,2526.0,32.1,-2493.9
369076,1,냉동,3132.0,3132.0,0.0
369076,2,냉동,0.0,0.0,0.0
369076,3,냉동,0.0,0.0,0.0
369076,4,냉동,0.0,0.0,0.0
369076,5,냉동,0.0,0.0,0.0
122662,1,실온,1030.0,1030.0,0.0
122662,2,실온,0.0,0.0,0.0
122662,4,실온,0.0,0.0,0.0
122662,5,실온,2146.0,2146.0,0.0
115722,1,냉동,1431.0,1431.0,0.0
115722,2,냉동,0.0,0.0,0.0
115722,3,냉동,810.0,810.0,0.0
115722,4,냉동,0.0,0.0,0.0
115722,5,냉동,1058.0,1058.0,0.0
701179,1,냉동,1800.0,1800.0,0.0
701179,2,냉동,0.0,0.0,0.0
701179,3,냉동,0.0,0.0,0.0
701179,4,냉동,0.0,0.0,0.0
701179,5,냉동,0.0,0.0,0.0
437523,1,냉동,0.0,0.0,0.0
437523,2,냉동,0.0,0.0,0.0
437523,3,냉동,0.0,0.0,0.0
437523,4,냉동,0.0,0.0,0.0
437523,5,냉동,2180.0,2180.0,0.0
375046,1,실온,0.0,0.0,0.0
375046,2,실온,0.0,0.0,0.0
375046,4,실온,8562.24,8562.24,0.0
375046,5,실온,0.0,0.0,0.0
369370,1,냉동,2996.4,2996.4,0.0
369370,2,냉동,0.0,0.0,0.0
369370,3,냉동,4177.8,4177.8,0.0
369370,4,냉동,1834.8,1834.8,0.0
369370,5,냉동,0.0,0.0,0.0
294623,1,실온,0.0,0.0,0.0
294623,2,실온,2820.0,2820.0,0.0
294623,4,실온,0.0,0.0,0.0
294623,5,실온,0.0,0.0,0.0
462029,1,냉동,0.0,0.0,0.0
462029,2,냉동,0.0,0.0,0.0
462029,3,냉동,0.0,0.0,0.0
462029,4,냉동,2193.6,2193.6,0.0
462029,5,냉동,0.0,0.0,0.0
381288,1,냉장,0.0,0.0,0.0
381288,2,냉장,0.0,0.0,0.0
381288,4,냉장,0.0,0.0,0.0
381288,5,냉장,2886.4,2886.4,0.0
504655,1,실온,2900.0,2900.0,0.0
504655,2,실온,1280.0,1280.0,0.0
504655,4,실온,0.0,0.0,0.0
504655,5,실온,400.0,400.0,0.0
335520,1,실온,2266.32,2266.32,0.0
335520,2,실온,0.0,0.0,0.0
335520,4,실온,0.0,0.0,0.0
335520,5,실온,0.0,0.0,0.0
426670,1,냉동,1077.3,1077.3,0.0
426670,2,냉동,0.0,0.0,0.0
426670,3,냉동,0.0,0.0,0.0
426670,4,냉동,0.0,0.0,0.0
426670,5,냉동,0.0,0.0,0.0
437287,1,냉동,2525.0,2525.0,0.0
437287,2,냉동,0.0,0.0,0.0
437287,3,냉동,0.0,0.0,0.0
437287,4,냉동,0.0,0.0,0.0
437287,5,냉동,1005.0,1005.0,0.0
283194,1,냉동,4588.8,4588.8,0.0
283194,2,냉동,0.0,0.0,0.0
283194,3,냉동,0.0,0.0,0.0
283194,4,냉동,0.0,0.0,0.0
283194,5,냉동,0.0,0.0,0.0
145782,1,실온,0.0,0.0,0.0
145782,2,실온,1304.29,1304.29,0.0
145782,4,실온,0.0,0.0,0.0
145782,5,실온,227.84,227.84,0.0
401481,1,냉동,0.0,0.0,0.0
401481,2,냉동,0.0,0.0,0.0
401481,3,냉동,0.0,0.0,0.0
401481,4,냉동,9540.0,9540.0,0.0
401481,5,냉동,0.0,0.0,0.0
116981,1,냉동,2445.0,2445.0,0.0
116981,2,냉동,0.0,0.0,0.0
116981,3,냉동,0.0,0.0,0.0
116981,4,냉동,0.0,0.0,0.0
116981,5,냉동,1380.0,1380.0,0.0
386642,1,실온,659.05,659.05,0.0
386642,2,실온,4113.55,4113.55,0.0
386642,4,실온,0.0,0.0,0.0
386642,5,실온,0.0,0.0,0.0
100098,1,실온,0.0,0.0,0.0
100098,2,실온,820.0,820.0,0.0
100098,4,실온,0.0,0.0,0.0
100098,5,실온,0.0,0.0,0.0
354792,1,냉동,6290.0,6290.0,0.0
354792,2,냉동,0.0,0.0,0.0
354792,3,냉동,0.0,0.0,0.0
354792,4,냉동,0.0,0.0,0.0
354792,5,냉동,0.0,0.0,0.0
458228,1,냉동,5406.0,5406.0,0.0
458228,2,냉동,0.0,0.0,0.0
458228,3,냉동,0.0,0.0,0.0
458228,4,냉동,0.0,0.0,0.0
458228,5,냉동,0.0,0.0,0.0
143362,1,냉장,1653.5,1653.5,0.0
143362,2,냉장,0.0,0.0,0.0
143362,4,냉장,0.0,0.0,0.0
143362,5,냉장,1426.2,1426.2,0.0
106907,1,실온,1782.0,1782.0,0.0
106907,2,실온,0.0,0.0,0.0
106907,4,실온,0.0,0.0,0.0
106907,5,실온,0.0,0.0,0.0
372307,1,실온,3168.0,3168.0,0.0
372307,2,실온,0.0,0.0,0.0
372307,4,실온,2850.0,2850.0,0.0
372307,5,실온,0.0,0.0,0.0
455730,1,냉장,0.0,0.0,0.0
455730,2,냉장,0.0,0.0,0.0
455730,4,냉장,0.0,0.0,0.0
455730,5,냉장,8850.0,8850.0,0.0
388678,1,냉동,2100.0,2100.0,0.0
388678,2,냉동,0.0,0.0,0.0
388678,3,냉동,0.0,0.0,0.0
388678,4,냉동,0.0,0.0,0.0
388678,5,냉동,0.0,0.0,0.0
380456,1,실온,0.0,0.0,0.0
380456,2,실온,0.0,0.0,0.0
380456,4,실온,2304.0,2304.0,0.0
380456,5,실온,0.0,0.0,0.0
459056,1,냉동,1320.5,1320.5,0.0
459056,2,냉동,0.0,0.0,0.0
459056,3,냉동,0.0,0.0,0.0
459056,4,냉동,0.0,0.0,0.0
459056,5,냉동,0.0,0.0,0.0
435786,1,냉동,0.0,0.0,0.0
435786,2,냉동,0.0,0.0,0.0
435786,3,냉동,0.0,0.0,0.0
435786,4,냉동,2009.0,2009.0,0.0
435786,5,냉동,0.0,0.0,0.0
362882,1,실온,1490.0,1490.0,0.0
362882,2,실온,0.0,0.0,0.0
362882,4,실온,3100.0,3100.0,0.0
362882,5,실온,0.0,0.0,0.0
372123,1,냉동,468.48,468.48,0.0
372123,2,냉동,0.0,0.0,0.0
372123,3,냉동,0.0,0.0,0.0
372123,4,냉동,0.0,0.0,0.0
372123,5,냉동,0.0,0.0,0.0
282108,1,실온,0.0,4199.2,4199.2
282108,2,실온,0.0,0.0,0.0
282108,4,실온,0.0,0.0,0.0
282108,5,실온,4252.0,52.8,-4199.2
143622,1,실온,0.0,0.0,0.0
143622,2,실온,2580.0,2580.0,0.0
143622,4,실온,0.0,0.0,0.0
143622,5,실온,1040.0,1040.0,0.0
369519,1,냉동,0.0,1504.37,1504.37
369519,2,냉동,0.0,0.0,0.0
369519,3,냉동,0.0,0.0,0.0
369519,4,냉동,0.0,0.0,0.0
369519,5,냉동,1509.0,4.63,-1504.37
347074,1,냉동,0.0,0.0,0.0
347074,2,냉동,0.0,0.0,0.0
347074,3,냉동,602.0,602.0,0.0
347074,4,냉동,380.0,380.0,0.0
347074,5,냉동,0.0,0.0,0.0
344723,1,냉동,3588.0,3588.0,0.0
344723,2,냉동,0.0,0.0,0.0
344723,3,냉동,0.0,0.0,0.0
344723,4,냉동,0.0,0.0,0.0
344723,5,냉동,0.0,0.0,0.0
274946,1,냉장,3392.5,3392.5,0.0
274946,2,냉장,0.0,0.0,0.0
274946,4,냉장,0.0,0.0,0.0
274946,5,냉장,0.0,0.0,0.0
359542,1,실온,1820.4,1820.4,0.0
359542,2,실온,0.0,0.0,0.0
359542,4,실온,0.0,0.0,0.0
359542,5,실온,0.0,0.0,0.0
701640,1,냉동,446.0,446.0,0.0
701640,2,냉동,0.0,0.0,0.0
701640,3,냉동,0.0,0.0,0.0
701640,4,냉동,0.0,0.0,0.0
701640,5,냉동,0.0,0.0,0.0
234313,1,냉장,3300.0,3300.0,0.0
234313,2,냉장,0.0,0.0,0.0
234313,4,냉장,0.0,0.0,0.0
234313,5,냉장,0.0,0.0,0.0
450955,1,실온,6200.0,6200.0,0.0
450955,2,실온,0.0,0.0,0.0
450955,4,실온,0.0,0.0,0.0
450955,5,실온,0.0,0.0,0.0
458331,1,실온,440.0,440.0,0.0
458331,2,실온,2900.0,2900.0,0.0
458331,4,실온,0.0,0.0,0.0
458331,5,실온,0.0,0.0,0.0
322687,1,실온,2802.6,2802.6,0.0
322687,2,실온,0.0,0.0,0.0
322687,4,실온,0.0,0.0,0.0
322687,5,실온,0.0,0.0,0.0
391083,1,냉동,0.0,0.0,0.0
391083,2,냉동,0.0,0.0,0.0
391083,3,냉동,0.0,0.0,0.0
391083,4,냉동,0.0,0.0,0.0
391083,5,냉동,3274.0,3274.0,0.0
198880,1,실온,220.0,220.0,0.0
198880,2,실온,0.0,0.0,0.0
198880,4,실온,0.0,0.0,0.0
198880,5,실온,0.0,0.0,0.0
203216,1,실온,106.0,106.0,0.0
203216,2,실온,726.0,726.0,0.0
203216,4,실온,0.0,0.0,0.0
203216,5,실온,3107.0,3107.0,0.0
386084,1,실온,460.0,460.0,0.0
386084,2,실온,0.0,0.0,0.0
386084,4,실온,0.0,0.0,0.0
386084,5,실온,0.0,0.0,0.0
239196,1,실온,0.0,4127.65,4127.65
239196,2,실온,0.0,0.0,0.0
239196,4,실온,0.0,0.0,0.0
239196,5,실온,4179.0,51.35,-4127.65
234311,1,냉장,4610.0,4610.0,0.0
234311,2,냉장,0.0,0.0,0.0
234311,4,냉장,0.0,0.0,0.0
234311,5,냉장,0.0,0.0,0.0
236220,1,실온,3722.2,3722.2,0.0
236220,2,실온,0.0,0.0,0.0
236220,4,실온,2819.4,2819.4,0.0
236220,5,실온,0.0,0.0,0.0
389698,1,실온,0.0,0.0,0.0
389698,2,실온,213.0,213.0,0.0
389698,4,실온,0.0,0.0,0.0
389698,5,실온,0.0,0.0,0.0
114328,1,냉동,969.68,969.68,0.0
114328,2,냉동,0.0,0.0,0.0
114328,3,냉동,0.0,0.0,0.0
114328,4,냉동,0.0,0.0,0.0
114328,5,냉동,1307.32,1307.32,0.0
154639,1,실온,560.0,560.0,0.0
154639,2,실온,0.0,0.0,0.0
154639,4,실온,2041.6,2041.6,0.0
154639,5,실온,0.0,0.0,0.0
270084,1,냉동,0.0,0.0,0.0
270084,2,냉동,0.0,0.0,0.0
270084,3,냉동,2368.8,2368.8,0.0
270084,4,냉동,0.0,0.0,0.0
270084,5,냉동,0.0,0.0,0.0
438973,1,냉장,0.0,0.0,0.0
438973,2,냉장,0.0,0.0,0.0
438973,4,냉장,3399.0,235.2,-3163.8
438973,5,냉장,0.0,3163.8,3163.8
437897,1,실온,0.0,0.0,0.0
437897,2,실온,36.0,36.0,0.0
437897,4,실온,0.0,0.0,0.0
437897,5,실온,0.0,0.0,0.0
438711,1,냉동,0.0,4900.0,4900.0
438711,2,냉동,0.0,0.0,0.0
438711,3,냉동,4950.0,50.0,-4900.0
438711,4,냉동,0.0,0.0,0.0
438711,5,냉동,0.0,0.0,0.0
453939,1,냉동,0.0,0.0,0.0
453939,2,냉동,0.0,0.0,0.0
453939,3,냉동,2514.0,2514.0,0.0
453939,4,냉동,0.0,0.0,0.0
453939,5,냉동,0.0,0.0,0.0
137736,1,냉동,372.6,372.6,0.0
137736,2,냉동,0.0,0.0,0.0
137736,3,냉동,777.6,777.6,0.0
137736,4,냉동,0.0,0.0,0.0
137736,5,냉동,1354.05,1354.05,0.0
391174,1,냉동,2115.0,2115.0,0.0
391174,2,냉동,0.0,0.0,0.0
391174,3,냉동,0.0,0.0,0.0
391174,4,냉동,0.0,0.0,0.0
391174,5,냉동,0.0,0.0,0.0
368821,1,실온,970.0,970.0,0.0
368821,2,실온,0.0,0.0,0.0
368821,4,실온,2300.0,2300.0,0.0
368821,5,실온,0.0,0.0,0.0
458697,1,냉동,0.0,0.0,0.0
458697,2,냉동,0.0,0.0,0.0
458697,3,냉동,0.0,0.0,0.0
458697,4,냉동,1810.0,1810.0,0.0
458697,5,냉동,0.0,0.0,0.0
455118,1,냉동,1057.0,1057.0,0.0
455118,2,냉동,0.0,0.0,0.0
455118,3,냉동,0.0,0.0,0.0
455118,4,냉동,0.0,0.0,0.0
455118,5,냉동,0.0,0.0,0.0
442105,1,실온,0.0,0.0,0.0
442105,2,실온,0.0,0.0,0.0
442105,4,실온,0.0,0.0,0.0
442105,5,실온,0.0,0.0,0.0
460762,1,냉동,839.26,839.26,0.0
460762,2,냉동,0.0,0.0,0.0
460762,3,냉동,0.0,0.0,0.0
460762,4,냉동,0.0,0.0,0.0
460762,5,냉동,0.0,0.0,0.0
292995,1,냉동,2926.0,2926.0,0.0
292995,2,냉동,0.0,0.0,0.0
292995,3,냉동,0.0,0.0,0.0
292995,4,냉동,0.0,0.0,0.0
292995,5,냉동,0.0,0.0,0.0
386044,1,냉장,0.0,0.0,0.0
386044,2,냉장,0.0,0.0,0.0
386044,4,냉장,2592.0,2592.0,0.0
386044,5,냉장,0.0,0.0,0.0
114430,1,실온,0.0,0.0,0.0
114430,2,실온,0.0,0.0,0.0
114430,4,실온,0.0,0.0,0.0
114430,5,실온,1398.0,1398.0,0.0
372137,1,냉동,3275.52,3275.52,0.0
372137,2,냉동,0.0,0.0,0.0
372137,3,냉동,0.0,0.0,0.0
372137,4,냉동,2013.12,2013.12,0.0
372137,5,냉동,0.0,0.0,0.0
249240,1,실온,842.5,842.5,0.0
249240,2,실온,1568.0,1568.0,0.0
249240,4,실온,0.0,0.0,0.0
249240,5,실온,0.0,0.0,0.0
259353,1,실온,571.19,571.19,0.0
259353,2,실온,2385.6,2385.6,0.0
259353,4,실온,0.0,0.0,0.0
259353,5,실온,0.0,0.0,0.0
457259,1,냉동,0.0,5431.33,5431.33
457259,2,냉동,0.0,0.0,0.0
457259,3,냉동,0.0,0.0,0.0
457259,4,냉동,0.0,0.0,0.0
457259,5,냉동,5450.0,18.67,-5431.33
359695,1,냉동,0.0,0.0,0.0
359695,2,냉동,0.0,0.0,0.0
359695,3,냉동,0.0,0.0,0.0
359695,4,냉동,0.0,0.0,0.0
359695,5,냉동,1976.0,1976.0,0.0
453557,1,냉동,0.0,0.0,0.0
453557,2,냉동,0.0,0.0,0.0
453557,3,냉동,0.0,0.0,0.0
453557,4,냉동,3618.38,3618.38,0.0
453557,5,냉동,0.0,0.0,0.0
172567,1,냉동,944.0,944.0,0.0
172567,2,냉동,0.0,0.0,0.0
172567,3,냉동,0.0,0.0,0.0
172567,4,냉동,0.0,0.0,0.0
172567,5,냉동,0.0,0.0,0.0
458514,1,냉동,400.68,400.68,0.0
458514,2,냉동,0.0,0.0,0.0
458514,3,냉동,786.24,786.24,0.0
458514,4,냉동,740.88,740.88,0.0
458514,5,냉동,0.0,0.0,0.0
386089,1,실온,776.0,776.0,0.0
386089,2,실온,0.0,0.0,0.0
386089,4,실온,0.0,0.0,0.0
386089,5,실온,0.0,0.0,0.0
397434,1,냉장,2315.33,2315.33,0.0
397434,2,냉장,0.0,0.0,0.0
397434,4,냉장,863.04,863.04,0.0
397434,5,냉장,0.0,0.0,0.0
108424,1,실온,0.0,7179.25,7179.25
108424,2,실온,7224.84,45.59,-7179.25
108424,4,실온,0.0,0.0,0.0
108424,5,실온,0.0,0.0,0.0
429524,1,실온,1575.75,1575.75,0.0
429524,2,실온,0.0,0.0,0.0
429524,4,실온,0.0,0.0,0.0
429524,5,실온,0.0,0.0,0.0
173175,1,냉동,0.0,0.0,0.0
173175,2,냉동,0.0,0.0,0.0
173175,3,냉동,0.0,0.0,0.0
173175,4,냉동,2489.0,2489.0,0.0
173175,5,냉동,0.0,0.0,0.0
166811,1,냉동,0.0,0.0,0.0
166811,2,냉동,0.0,0.0,0.0
166811,3,냉동,0.0,0.0,0.0
166811,4,냉동,0.0,0.0,0.0
166811,5,냉동,1323.0,1323.0,0.0
161034,1,냉장,245.4,245.4,0.0
161034,2,냉장,0.0,0.0,0.0
161034,4,냉장,0.0,0.0,0.0
161034,5,냉장,0.0,0.0,0.0
388745,1,냉동,325.0,325.0,0.0
388745,2,냉동,0.0,0.0,0.0
388745,3,냉동,0.0,0.0,0.0
388745,4,냉동,3324.0,3324.0,0.0
388745,5,냉동,0.0,0.0,0.0
387660,1,냉장,3023.0,3023.0,0.0
387660,2,냉장,0.0,0.0,0.0
387660,4,냉장,0.0,0.0,0.0
387660,5,냉장,0.0,0.0,0.0
305346,1,냉동,1653.4,1653.4,0.0
305346,2,냉동,0.0,0.0,0.0
305346,3,냉동,0.0,0.0,0.0
305346,4,냉동,0.0,0.0,0.0
305346,5,냉동,0.0,0.0,0.0
455119,1,냉동,5648.0,5648.0,0.0
455119,2,냉동,0.0,0.0,0.0
455119,3,냉동,0.0,0.0,0.0
455119,4,냉동,0.0,0.0,0.0
455119,5,냉동,0.0,0.0,0.0
459868,1,실온,0.0,0.0,0.0
459868,2,실온,2224.0,2224.0,0.0
459868,4,실온,0.0,0.0,0.0
459868,5,실온,0.0,0.0,0.0
362327,1,실온,0.0,1240.2,1240.2
362327,2,실온,0.0,0.0,0.0
362327,4,실온,0.0,0.0,0.0
362327,5,실온,1248.0,7.8,-1240.2
455581,1,실온,6286.8,6286.8,0.0
455581,2,실온,0.0,0.0,0.0
455581,4,실온,0.0,0.0,0.0
455581,5,실온,681.2,681.2,0.0
388676,1,냉동,1251.0,1251.0,0.0
388676,2,냉동,0.0,0.0,0.0
388676,3,냉동,0.0,0.0,0.0
388676,4,냉동,0.0,0.0,0.0
388676,5,냉동,0.0,0.0,0.0
389579,1,실온,2120.0,2120.0,0.0
389579,2,실온,0.0,0.0,0.0
389579,4,실온,0.0,0.0,0.0
389579,5,실온,0.0,0.0,0.0
434117,1,실온,0.0,0.0,0.0
434117,2,실온,0.0,0.0,0.0
434117,4,실온,7420.0,7420.0,0.0
434117,5,실온,0.0,0.0,0.0
450615,1,실온,0.0,0.0,0.0
450615,2,실온,1334.0,1334.0,0.0
450615,4,실온,0.0,0.0,0.0
450615,5,실온,0.0,0.0,0.0
337371,1,실온,0.0,0.0,0.0
337371,2,실온,1882.92,1882.92,0.0
337371,4,실온,0.0,0.0,0.0
337371,5,실온,0.0,0.0,0.0
140701,1,냉동,0.0,0.0,0.0
140701,2,냉동,0.0,0.0,0.0
140701,3,냉동,0.0,0.0,0.0
140701,4,냉동,2574.0,2574.0,0.0
140701,5,냉동,0.0,0.0,0.0
441678,1,냉장,0.0,0.0,0.0
441678,2,냉장,0.0,0.0,0.0
441678,4,냉장,315.0,315.0,0.0
441678,5,냉장,0.0,0.0,0.0
370192,1,냉동,959.0,959.0,0.0
370192,2,냉동,0.0,0.0,0.0
370192,3,냉동,0.0,0.0,0.0
370192,4,냉동,477.0,477.0,0.0
370192,5,냉동,0.0,0.0,0.0
131132,1,냉장,1706.0,1706.0,0.0
131132,2,냉장,0.0,0.0,0.0
131132,4,냉장,0.0,0.0,0.0
131132,5,냉장,1686.0,1686.0,0.0
460847,1,냉동,2215.85,2215.85,0.0
460847,2,냉동,0.0,0.0,0.0
460847,3,냉동,0.0,0.0,0.0
460847,4,냉동,0.0,0.0,0.0
460847,5,냉동,0.0,0.0,0.0
403039,1,냉장,0.0,0.0,0.0
403039,2,냉장,0.0,0.0,0.0
403039,4,냉장,4704.0,4704.0,0.0
403039,5,냉장,0.0,0.0,0.0
356814,1,냉동,19.11,19.11,0.0
356814,2,냉동,0.0,0.0,0.0
356814,3,냉동,1265.36,1265.36,0.0
356814,4,냉동,0.0,0.0,0.0
356814,5,냉동,1501.5,1501.5,0.0
106909,1,실온,984.6,984.6,0.0
106909,2,실온,1225.8,1225.8,0.0
106909,4,실온,0.0,0.0,0.0
106909,5,실온,0.0,0.0,0.0
138382,1,실온,2042.0,2042.0,0.0
138382,2,실온,0.0,0.0,0.0
138382,4,실온,0.0,0.0,0.0
138382,5,실온,0.0,0.0,0.0
203217,1,실온,0.0,0.0,0.0
203217,2,실온,0.0,0.0,0.0
203217,4,실온,0.0,0.0,0.0
203217,5,실온,3725.0,3725.0,0.0
386162,1,실온,0.0,0.0,0.0
386162,2,실온,4108.8,21.6,-4087.2
386162,4,실온,0.0,0.0,0.0
386162,5,실온,0.0,4087.2,4087.2
370193,1,냉장,0.0,0.0,0.0
370193,2,냉장,0.0,0.0,0.0
370193,4,냉장,1881.0,1881.0,0.0
370193,5,냉장,0.0,0.0,0.0
426788,1,실온,0.0,4628.33,4628.33
426788,2,실온,4700.0,71.67,-4628.33
426788,4,실온,0.0,0.0,0.0
426788,5,실온,0.0,0.0,0.0
274765,1,냉동,0.0,0.0,0.0
274765,2,냉동,0.0,0.0,0.0
274765,3,냉동,0.0,0.0,0.0
274765,4,냉동,1170.18,35.64,-1134.54
274765,5,냉동,0.0,1134.54,1134.54
197797,1,냉동,0.0,0.0,0.0
197797,2,냉동,0.0,0.0,0.0
197797,3,냉동,0.0,0.0,0.0
197797,4,냉동,2134.0,2134.0,0.0
197797,5,냉동,0.0,0.0,0.0
249821,1,실온,0.0,0.0,0.0
249821,2,실온,1530.0,1530.0,0.0
249821,4,실온,0.0,0.0,0.0
249821,5,실온,0.0,0.0,0.0
461145,1,냉장,1500.0,1500.0,0.0
461145,2,냉장,0.0,0.0,0.0
461145,4,냉장,0.0,0.0,0.0
461145,5,냉장,0.0,0.0,0.0
403987,1,실온,1809.0,1809.0,0.0
403987,2,실온,1336.0,1336.0,0.0
403987,4,실온,0.0,0.0,0.0
403987,5,실온,0.0,0.0,0.0
362457,1,실온,0.0,0.0,0.0
362457,2,실온,4170.0,4170.0,0.0
362457,4,실온,0.0,0.0,0.0
362457,5,실온,0.0,0.0,0.0
378332,1,실온,840.36,840.36,0.0
378332,2,실온,4839.12,26.95,-4812.17
